Generator Name,Power Project Type,Capacity (MW),DC Capacity (MW),Owner,Power Project Status,Contract Price ($/MWh),Contract Type,Contract Price Type,Contract Offtaker Type,Hybrid Status,State,ISO,Latitude (Degrees),Longitude (Degrees),First Power Date,Year,hail_lat,hail_lon,hail_dist
Bayer Oxnard - Meter# 4719: 6245,Solar,1.3,1.7,"Camino del Sol 2 Solar Project 2022, LLC",In Construction,57.91,,Assumed,,N,CA,CAISO,34.20337,-119.1394,03/01/2026,2026,34.4,-119.2,0.20575645044566784
Rockhound A: OERHA,Solar,245.0,318.5,Origis Energy,In Construction,59.53,,Assumed,,N,TX,ERCOT,31.723088,-102.5196,03/01/2026,2026,31.7,-102.1,0.42023471506290655
Old Route 17: PV1,Solar,4.0,5.2,"NY Thompson III, LLC",Operating,119.66,,Assumed,,N,NY,NYISO,41.738414,-74.73387,04/01/2025,2025,41.6,-75.1,0.39141999475754685
Bishop Ranch - BR 15-CC: 4656R,Solar,0.2,0.3,"Alcosta Boulevard BR 15-CC Solar Project 2020, LLC",Operating,65.7,,Assumed,,Y,CA,CAISO,37.773323,-121.9602,03/01/2025,2025,38.0,-121.9,0.23453465059346856
Agrimony 2: 703,Solar,2.0,2.6,Greenbacker Renewable Energy,Operating,80.04,,Assumed,,N,IL,MISO,42.48231,-89.99143,06/01/2025,2025,42.5,-90.4,0.4089527857834075
Whistling Duck I: OEFL8,Solar,75.0,97.5,Origis Energy,In Construction,51.04,,Assumed,,N,FL,Non-ISO,29.472222,-82.43088,12/01/2025,2025,29.9,-82.3,0.4473517538626637
Glastonbury Solar One: GTBRY,Solar,3.0,3.9,NJR Clean Energy Ventures,Operating,82.71,,Assumed,,N,CT,ISO-NE,41.75,-72.55,09/01/2025,2025,41.6,-72.4,0.21213203435595723
Bishop Ranch - BR 8-Q: 4977C,Solar,0.7,0.9,Executive Parkway BR8-Q Solar Project 2020 LLC,Operating,65.55,,Assumed,,Y,CA,CAISO,37.768711,-121.9684,04/01/2025,2025,38.0,-121.9,0.24119113068477055
Crossroads Bus Park 7 - SLINE207: IN207,Solar,1.0,1.3,Prologis,In Construction,57.26,,Assumed,,N,CA,CAISO,34.074119,-117.5296,04/01/2026,2026,34.4,-117.4,0.3507058399299847
USS Cattail Solar: USCAT,Solar,2.3,3.0,US Solar,Operating,83.04,,Assumed,,N,IL,MISO,41.854,-90.1171,08/01/2025,2025,41.6,-90.4,0.3801952261667757
USS Origami Solar: USORI,Solar,4.3,5.6,US Solar,In Construction,83.11,,Assumed,,N,IL,MISO,41.8344,-90.1452,04/01/2026,2026,41.6,-90.4,0.34621727282156495
Westtown School Solar: WSTTN,Solar,1.5,2.0,NJR Clean Energy Ventures,Operating,77.04,,Assumed,,N,PA,PJM,39.94,-75.534,09/01/2025,2025,39.8,-75.1,0.4560219292972766
South Bay Dis Ctr 12 - SLLAX104: LA104,Solar,1.2,1.6,Prologis,In Construction,57.89,,Assumed,,N,CA,CAISO,33.842873,-118.2245,12/01/2025,2025,33.5,-118.3,0.3510870890947099
IL Chicago 2635 S Western Ave. (West): 20421,Solar,1.8,2.3,"Catalyze Chicago S Western Avenue 2 Microgrid, LLC",In Construction,84.1,,Assumed,,N,IL,PJM,41.844094,-87.68325,12/01/2025,2025,41.6,-87.7,0.24466802679548988
USS Beard Solar: USBRD,Solar,3.5,4.6,US Solar,In Construction,76.31,,Assumed,,N,IL,MISO,39.9895,-90.3538,04/01/2026,2026,39.8,-90.4,0.19505048064539812
Chatsworth Industrial Center 1-SLLAX601: LA601,Solar,1.1,1.4,Prologis,In Construction,60.65,,Assumed,,N,CA,CAISO,34.241957,-118.6029,04/01/2026,2026,34.4,-118.3,0.3416518693773015
Flying Goose: FLYGS,Solar,3.0,4.2,"Flying Goose Solar, LLC",In Construction,65.28,,Assumed,,N,CA,CAISO,35.6,-119.5824,01/01/2026,2026,35.3,-119.2,0.4860347312692846
Stockton 6 - SLEBA202: EB202,Solar,1.1,1.4,Prologis,In Construction,65.15,,Assumed,,N,CA,CAISO,37.896708,-121.2602,12/01/2025,2025,38.0,-121.0,0.2799522767615927
NY CDG 010: NY010,Solar,1.2,1.6,NY CDG 010 LLC,Operating,100.47,,Assumed,,N,NY,NYISO,40.78035,-73.90148,03/01/2025,2025,40.7,-74.2,0.3091444854756383
Dominguez - SLLAX512: LA512,Solar,1.3,1.7,Prologis,In Construction,58.0,,Assumed,,N,CA,CAISO,33.84038,-118.2287,01/01/2026,2026,33.5,-118.3,0.3477675004942257
Sherco Solar III: SHS03,Solar,250.0,325.0,Xcel Energy,In Construction,53.14,,Assumed,,N,MN,MISO,45.4329,-94.0081,08/01/2026,2026,45.2,-94.0,0.23304081187636863
Hecate Energy Outpost Solar: RROS,Solar,515.0,669.5,Repsol Renewables NA,Operating,57.5,,Assumed,,N,TX,ERCOT,27.85923,-99.16174,05/11/2025,2025,28.1,-99.4,0.338730011218383
City of Clarksville: CLRKS,Solar,10.0,13.0,Todays Power Inc,In Construction,57.78,,Assumed,,N,AR,SPP,35.467464,-93.51518,04/01/2026,2026,35.3,-93.1,0.44768138636312127
NY CDG 009: NY009,Solar,1.0,1.3,NY CDG 009 LLC,In Construction,98.08,,Assumed,,N,NY,NYISO,40.808538,-72.95773,12/01/2025,2025,40.7,-73.3,0.35906719474772203
XNA (NW AR Natnl Airport): XNA,Solar,3.0,3.9,Todays Power Inc,In Construction,57.63,,Assumed,,N,AR,SPP,36.263575,-94.30998,04/01/2026,2026,36.2,-94.0,0.3164322692536232
Hecate Energy Longhorn Solar: RRPS,Solar,650.0,845.0,Repsol Renewables NA,In Construction,58.98,,Assumed,,N,TX,ERCOT,33.04417,-98.34052,04/01/2026,2026,32.6,-98.5,0.4719331089254074
Tracy 18 - SLCVA418: CV418,Solar,1.5,2.0,Prologis,In Construction,65.08,,Assumed,,N,CA,CAISO,37.753015,-121.3883,04/01/2026,2026,38.0,-121.0,0.4601939593530122
Quantum II Solar: IPQ2S,Solar,374.4,486.7,Intersect Power,In Construction,59.48,,Assumed,,N,TX,ERCOT,33.1377,-99.57,06/01/2026,2026,33.5,-99.4,0.4002015617160858
Franklin CSG 1: SCHAG,Solar,1.0,1.3,Franklin CSG 1 LLC,Operating,53.06,,Assumed,,N,MN,MISO,44.5393,-94.895,07/01/2025,2025,44.3,-94.9,0.23935222998752306
NorCal FPV 1 (Pond 2): 23889,Solar,1.8,2.3,White Pine Renewables,In Construction,65.08,,Assumed,,N,CA,CAISO,37.6779,-121.8276,04/01/2026,2026,38.0,-121.9,0.3301365929429811
IPC 16 - SLCVA516: CV516,Solar,1.7,2.2,Prologis,In Construction,65.25,,Assumed,,N,CA,CAISO,37.738366,-121.5348,12/01/2025,2025,38.0,-121.9,0.44924758202577064
Bandini - SLLAX710: LA710,Solar,1.3,1.7,Prologis,In Construction,57.85,,Assumed,,N,CA,CAISO,33.983566,-118.1348,12/01/2025,2025,34.4,-118.3,0.44800481733570197
Fordyce - SLLAX680: LA680,Solar,1.3,1.7,Prologis,In Construction,58.05,,Assumed,,N,CA,CAISO,33.8439,-118.2242,09/01/2026,2026,33.5,-118.3,0.35215458253443005
JFC Slauson - SLLAX071: LA071,Solar,1.2,1.6,Prologis,In Construction,57.98,,Assumed,,N,CA,CAISO,33.981421,-118.1361,06/01/2026,2026,34.4,-118.3,0.44952373601513007
USS Ducks Solar: USDUC,Solar,5.0,7.7,US Solar,In Construction,82.11,,Assumed,,N,IL,MISO,42.0142,-89.351,04/01/2026,2026,41.6,-89.5,0.44018477938247835
Hindsville: HINDS,Solar,5.0,6.5,Todays Power Inc,In Construction,56.94,,Assumed,,N,AR,SPP,36.155318,-93.89012,12/01/2025,2025,36.2,-94.0,0.1186174334741779
Greyhound Solar - Phase F,Solar,101.6,132.1,Origis Energy,Operating,59.04,,Assumed,,N,TX,ERCOT,31.58762,-102.955,11/01/2025,2025,31.7,-103.0,0.12105479916137045
Greyhound Solar - Phase E,Solar,150.7,195.9,Origis Energy,Operating,59.07,,Assumed,,N,TX,ERCOT,31.58762,-102.955,10/01/2025,2025,31.7,-103.0,0.12105479916137045
SAE Taylorville IL S1: S1,Solar,1.1,1.4,SolAmerica Energy,Operating,76.12,,Assumed,,N,IL,MISO,39.528101,-89.32002,05/01/2025,2025,39.8,-89.5,0.3260703399590323
CPA Dominguez - SLLAX901: LA901,Solar,1.0,1.3,Prologis,Operating,57.69,,Assumed,,N,CA,CAISO,33.83783,-118.2312,06/01/2025,2025,33.5,-118.3,0.3447644832345659
Goldenrod: 1,Solar,74.5,96.9,Florida Power & Light Co,In Construction,51.02,,Assumed,,N,FL,Non-ISO,26.480745,-81.49189,01/01/2026,2026,26.3,-81.4,0.20276224284860805
Mallard: 1,Solar,74.5,96.9,Florida Power & Light Co,In Construction,51.02,,Assumed,,N,FL,Non-ISO,27.832062,-80.68207,01/01/2026,2026,28.1,-80.5,0.32394483595822143
Santa Teresa Solar: STS,Solar,150.0,195.0,DESRI,In Construction,42.0,PPA,Assumed,Utility,Y,NM,Non-ISO,31.805525,-106.6989,06/01/2026,2026,31.7,-106.6,0.1446261927349265
OR - Chapman Creek - Greenkey CSG: CHPMN,Solar,3.0,3.9,"Chapman Creek Solar, LLC",Operating,52.12,,Assumed,,N,OR,Non-ISO,42.153166,-123.6237,05/01/2025,2025,42.5,-123.7,0.3551274609995703
Shallow Basket: SBPV1,Solar,140.0,182.0,National Renewable Solutions,Operating,40.55,PPA,Assumed,C&I,Y,NM,Non-ISO,36.252111,-107.3107,08/01/2025,2025,36.2,-107.5,0.19634165712095009
Sea Grape: 1,Solar,74.5,96.9,Florida Power & Light Co,In Construction,50.85,,Assumed,,N,FL,Non-ISO,27.452435,-80.56397,04/01/2026,2026,27.2,-80.5,0.26041426636227266
Edwards Sanborn 1C: S5,Solar,46.0,59.8,Terra-Gen,In Construction,58.09,,Assumed,,N,CA,CAISO,35.012467,-118.1193,05/01/2026,2026,35.3,-118.3,0.33959934642015793
Gratiot Solar Park: GRTSP,Solar,50.0,65.0,DTE Energy,In Construction,55.02,,Assumed,,N,MI,MISO,43.436999,-84.49845,11/01/2026,2026,43.4,-84.1,0.4001641269541898
Sand Pine: 1,Solar,74.5,96.9,Florida Power & Light Co,In Construction,59.03,,Assumed,,N,FL,Non-ISO,30.44763,-85.26373,04/01/2026,2026,30.8,-85.0,0.4401342179381171
Oaks HOA: 10616,Solar,1.0,1.3,Onyx Renewable Partners LP,Operating,65.94,,Assumed,,N,CA,CAISO,38.291163,-120.9191,04/01/2025,2025,38.0,-121.0,0.30219315440459343
Airport Commons 7-slbal210: 11684,Solar,1.4,1.8,Prologis,In Construction,80.42,,Assumed,,N,MD,PJM,39.182941,-76.70536,05/01/2026,2026,38.9,-76.9,0.3434244299420226
Clover FL: 1,Solar,74.5,96.9,Florida Power & Light Co,In Construction,50.85,,Assumed,,N,FL,Non-ISO,27.472021,-80.51902,04/01/2026,2026,27.2,-80.5,0.2726851386507911
Bavaria Solar: BEIER,Solar,1.0,1.3,Bavaria Solar LLC,Operating,52.99,,Assumed,,N,MN,MISO,43.975,-95.9091,07/01/2025,2025,44.3,-95.8,0.34282329267422423
Edwards Sanborn 1C: S6,Solar,102.0,132.6,Terra-Gen,In Construction,57.91,,Assumed,,N,CA,CAISO,35.012467,-118.1193,12/01/2025,2025,35.3,-118.3,0.33959934642015793
USS University Park Solar: USSUP,Solar,2.0,2.6,US Solar,Operating,79.7,,Assumed,,N,IL,MISO,41.4685,-87.7396,05/01/2025,2025,41.6,-87.7,0.13733320792874582
Visalia - (CA): VISS,Solar,4.2,5.5,Pacifico Power,Operating,57.75,,Assumed,,Y,CA,CAISO,36.459317,-119.2978,06/01/2025,2025,36.2,-119.2,0.2771464351006455
Big Brook: 1,Solar,74.5,96.9,Florida Power & Light Co,In Construction,58.98,,Assumed,,N,FL,Non-ISO,30.443398,-85.2618,01/01/2026,2026,30.8,-85.0,0.44238470408005565
Richmond Solar: HM701,Solar,2.0,2.6,"DG Richmond, LLC",Operating,83.99,,Assumed,,N,IL,PJM,42.441266,-88.30367,07/01/2025,2025,42.5,-88.6,0.3020946071282946
Flatford: 1,Solar,74.5,96.9,Florida Power & Light Co,In Construction,51.02,,Assumed,,N,FL,Non-ISO,27.389575,-82.09888,01/01/2026,2026,27.2,-82.3,0.27638367358619753
Duke:Progress_Cluster:021892:PV,Solar,2.0,2.6,,In Construction,54.93,,Assumed,,N,SC,Non-ISO,34.138215,-79.342754,07/01/2026,2026,34.4,-79.6,0.36702437349717715
Elam Road Solar: ELMRD,Solar,3.0,3.9,Dimension Energy,Operating,78.44,,Assumed,,N,VA,PJM,37.27604,-78.61845,05/01/2025,2025,37.1,-78.7,0.19401155661455147
Peoria County IL S2: S1,Solar,2.0,2.6,SolAmerica Energy,Operating,76.11,,Assumed,,N,IL,MISO,40.622194,-89.67884,06/01/2025,2025,40.7,-89.5,0.19503209796338192
Richland Township Solar II: RICH2,Solar,10.8,14.0,Birch Creek Development,Operating,48.64,,Assumed,,N,IL,MISO,40.94425,-89.26966,09/01/2025,2025,40.7,-89.5,0.3357299183867833
Adelite Solar: ADELI,Solar,25.0,32.5,Birch Creek Development,In Construction,51.87,,Assumed,,N,MO,MISO,39.75533,-94.01234,06/01/2026,2026,39.8,-94.0,0.046343117072544335
Macon County IL S1: S1,Solar,2.0,2.6,SolAmerica Energy,In Construction,76.13,,Assumed,,N,IL,MISO,39.91707,-88.89615,06/01/2026,2026,39.8,-88.6,0.3184496936723413
Tesoro RV & Boat Storage: 45067,Solar,2.6,3.4,Tesoro RV & Boat Storage,In Construction,65.27,,Assumed,,N,CA,CAISO,37.776626,-121.1869,06/01/2026,2026,38.0,-121.0,0.2912517019280707
SV CSG Corbell: CORB,Solar,2.0,2.6,"SV CSG Corbell, LLC",In Construction,48.86,,Assumed,,N,IL,MISO,37.758343,-89.05748,05/01/2026,2026,38.0,-89.5,0.504204379244171
Tazewell County IL S1: S1,Solar,2.0,2.6,SolAmerica Energy,In Construction,76.13,,Assumed,,N,IL,MISO,40.378299,-89.5225,06/01/2026,2026,40.7,-89.5,0.3224868732227757
SAE Paris IL S1: S1,Solar,2.0,2.6,SolAmerica Energy,Operating,76.11,,Assumed,,N,IL,MISO,39.605645,-87.71992,06/01/2025,2025,39.8,-87.7,0.19537316198751
Ruby Solar: RUBY,Solar,50.0,65.0,Birch Creek Development,In Construction,49.01,,Assumed,,N,IL,MISO,38.595759,-89.16983,03/01/2026,2026,38.9,-89.5,0.44897083978917324
Sandale Solar: SNDLE,Solar,3.0,3.9,Dimension Energy,Operating,78.46,,Assumed,,N,VA,PJM,37.67491,-76.41144,05/01/2025,2025,38.0,-76.0,0.524372369314022
PGE:SPQ0299:PV,Solar,1.4,1.9,,In Construction,51.35,,Assumed,,N,OR,Non-ISO,45.012202,-122.69457,10/01/2026,2026,45.2,-122.8,0.21536846032787613
PGE:SPQ0291:PV,Solar,0.7,0.9,,In Construction,51.81,,Assumed,,N,OR,Non-ISO,45.438296,-122.476649,12/01/2025,2025,45.2,-122.8,0.40167256916174987
PGE:SPQ0287:PV,Solar,1.7,2.2,,In Construction,51.81,,Assumed,,N,OR,Non-ISO,45.548411,-122.18934,12/01/2025,2025,45.2,-121.9,0.4528883532626961
PGE:SPQ0285:PV,Solar,0.7,0.9,,In Construction,51.81,,Assumed,,N,OR,Non-ISO,44.976736,-122.28214,12/01/2025,2025,45.2,-121.9,0.4425808324995497
PGE:SPQ0288:PV,Solar,1.8,2.4,,In Construction,51.81,,Assumed,,N,OR,Non-ISO,45.631156,-122.794696,12/01/2025,2025,45.2,-122.8,0.43118862317087525
PGE:CSQ0019:PV,Solar,1.2,1.6,,In Construction,51.61,,Assumed,,N,OR,Non-ISO,45.651679,-122.864226,04/01/2026,2026,46.1,-122.8,0.4528981100832732
Hanover II PV (CSG): PV1,Solar,4.8,6.2,Hanover II PV LLC,Operating,112.43,,Assumed,,N,NY,NYISO,42.485899,-79.10273,07/01/2025,2025,42.5,-78.7,0.40297678729796926
Ridge Farm Renewables PV: 13359,Solar,4.0,5.2,Nexamp,In Construction,79.07,,Assumed,,N,IL,MISO,39.891889,-87.6647,06/01/2026,2026,39.8,-87.7,0.09843616368490195
GD Richmond Beaver River I: GDBR,Solar,5.3,6.9,GD Richmond Beaver River I LLC,Operating,88.95,,Assumed,,N,RI,ISO-NE,41.47111,-71.62651,04/01/2025,2025,41.6,-71.5,0.18060291304405532
Clinton Solar 4b: CL4B,Solar,2.0,2.6,Pivot Energy,Operating,76.1,,Assumed,,N,IL,MISO,38.595728,-89.27324,06/01/2025,2025,38.9,-89.5,0.37947535833568674
Edgar Solar 1: EDG1,Solar,4.0,5.2,Pivot Energy,Operating,76.21,,Assumed,,N,IL,MISO,39.575155,-87.69508,03/01/2025,2025,39.8,-87.7,0.22489882264031014
JD Wilson Dairy: 24540,Solar,1.0,1.3,"Renewable Solar, Inc",Operating,65.85,,Assumed,,N,CA,CAISO,36.430127,-120.0129,06/01/2025,2025,36.2,-120.1,0.24605862335833065
TPE MD HO93: TP93,Solar,2.0,2.6,Pivot Energy,Operating,81.26,,Assumed,,N,MD,PJM,39.185645,-76.92383,05/01/2025,2025,38.9,-76.9,0.28663728809246164
Dover Solar (PA): ENX38,Solar,75.0,97.5,Dover Solar LLC (PA),Suspended,73.38,,Assumed,,N,PA,PJM,40.01169,-76.8234,10/01/2026,2026,39.8,-76.9,0.22512266900514866
Ohio Solar: 1,Solar,5.0,6.5,Nexamp,Operating,76.11,,Assumed,,N,IL,MISO,41.563936,-89.49413,06/01/2025,2025,41.6,-89.5,0.03653859597740792
Marion Solar 2: MAS2,Solar,1.0,1.3,Pivot Energy,Operating,75.96,,Assumed,,N,IL,MISO,38.637126,-89.11153,01/01/2025,2025,38.9,-89.5,0.4690540275661181
Clinton Solar 2: CLI2,Solar,2.0,2.6,Pivot Energy,Operating,75.95,,Assumed,,N,IL,MISO,38.506899,-89.14826,01/01/2025,2025,38.9,-89.5,0.5274935296295167
SAS Solar Farm: 5,Solar,1.0,1.3,SAS Institute Inc,In Construction,54.84,,Assumed,,N,NC,Non-ISO,35.8136,-78.7503,12/01/2025,2025,36.2,-78.7,0.3896601724580031
St. Clair Solar 5: STC5,Solar,5.0,6.5,Pivot Energy,Operating,76.12,,Assumed,,N,IL,MISO,38.587326,-89.80984,07/01/2025,2025,38.9,-89.5,0.4401884322378283
Chaberton Solar Matterhorn: CHMA,Solar,2.0,2.6,Pivot Energy,Operating,81.41,,Assumed,,N,MD,PJM,39.349558,-76.85848,04/01/2025,2025,38.9,-76.9,0.4514712679274323
LaSalle Solar 1: LAS1,Solar,2.0,2.6,Pivot Energy,Operating,76.14,,Assumed,,N,IL,MISO,41.166034,-88.63338,05/01/2025,2025,41.6,-88.6,0.43524787599251863
OR - Green Key - Buckner CSG: BUKNR,Solar,2.5,3.3,"Buckner Creek Solar, LLC",Operating,51.96,,Assumed,,N,OR,Non-ISO,45.249161,-122.5572,05/01/2025,2025,45.2,-122.8,0.247726954369122
Ashley Solar PV: 13526,Solar,5.0,6.5,Ashley Solar LLC PV,In Construction,76.19,,Assumed,,N,IL,MISO,38.325312,-89.19887,05/01/2026,2026,38.0,-89.5,0.44329129727978894
TPE MD GA137: T137,Solar,2.0,2.6,Pivot Energy,Operating,71.87,,Assumed,,N,MD,PJM,39.379117,-79.36778,06/01/2025,2025,39.8,-79.6,0.4806959830173288
Chaberton Solar Lime Kiln: CHLI,Solar,2.0,2.6,Pivot Energy,Operating,81.42,,Assumed,,N,MD,PJM,39.14942,-76.93162,04/01/2025,2025,38.9,-76.9,0.25141630973347706
Pivot Solar 30: PI30,Solar,5.0,6.5,Pivot Energy,Operating,45.02,,Assumed,,N,CO,Non-ISO,40.434751,-104.6459,02/01/2025,2025,40.7,-104.8,0.3067634952223001
Pivot Solar 32: PI32,Solar,5.0,6.5,Pivot Energy,Operating,44.97,,Assumed,,N,CO,Non-ISO,40.27482,-103.6344,09/01/2025,2025,40.7,-103.9,0.5013196509214527
Moseley Hermon Solar: 39302,Solar,5.0,6.5,Moseley Hermon Solar,In Construction,76.86,,Assumed,,N,VA,PJM,37.46754,-77.73352,08/01/2026,2026,37.1,-77.8,0.37350400533327416
Chaberton Solar Greyrock: CHGR,Solar,2.0,2.6,Pivot Energy,Operating,75.83,,Assumed,,N,MD,PJM,38.389578,-75.41813,06/01/2025,2025,38.0,-75.1,0.5029689006131561
Washington Street Solar 1: 17340,Solar,5.0,6.5,Washington Street Solar 1 LLC,In Construction,75.95,,Assumed,,N,IL,MISO,40.477287,-89.04986,10/01/2026,2026,40.7,-88.6,0.5019712142832531
TPE MD GA140: T140,Solar,2.0,2.6,Pivot Energy,Operating,71.89,,Assumed,,N,MD,PJM,39.386859,-79.38745,06/01/2025,2025,39.8,-79.6,0.46461057712991616
Kankakee Solar 5b: KA5B,Solar,1.9,2.5,Pivot Energy,Operating,83.84,,Assumed,,N,IL,PJM,41.138879,-87.83753,05/01/2025,2025,40.7,-87.7,0.45992312133768565
Thermo Fisher Pleasanton: TFPPV,Solar,1.9,2.5,TotalEnergies,Operating,65.13,,Assumed,,Y,CA,CAISO,37.645164,-121.8842,07/01/2025,2025,38.0,-121.9,0.35518759395001276
Windsor Solar One: WNDSR,Solar,3.0,3.9,NJR Clean Energy Ventures,In Construction,82.19,,Assumed,,N,CT,ISO-NE,41.85,-72.65,02/01/2026,2026,41.6,-72.4,0.3535533905932738
Madison Solar (NE): S-1,Solar,2.0,2.6,"MMPS1, LLC",Operating,58.53,,Assumed,,N,NE,SPP,41.847718,-97.4452,05/01/2025,2025,41.6,-97.6,0.2921082804783148
MDD109-NCBP BLDG 11-Manekin: MD11,Solar,2.4,3.1,Pivot Energy,In Construction,75.94,,Assumed,,N,MD,PJM,38.8739,-76.7342,04/01/2026,2026,38.9,-76.9,0.16784174093473123
MN CSG 2019-113: ENEV,Solar,1.0,1.3,MN CSG 2019-113 LLC,In Construction,53.11,,Assumed,,N,MN,MISO,44.9834,-95.7118,04/01/2026,2026,45.2,-95.8,0.23386919420907054
Chaberton Solar Blackburn: CHBL,Solar,3.0,3.9,Pivot Energy,In Construction,85.02,,Assumed,,N,DE,PJM,39.066233,-75.47778,04/01/2026,2026,38.9,-75.1,0.4127361611114302
Kit Carson Co-Op: AM-PV,Solar,10.8,14.0,Brookfield Renewables,In Construction,40.8,,Assumed,,Y,NM,Non-ISO,36.969882,-105.4369,12/01/2025,2025,37.1,-105.7,0.29351712713912503
Pivot Solar 52: PI52,Solar,3.7,4.8,Pivot Energy,In Construction,45.38,,Assumed,,N,CO,Non-ISO,40.2728,-103.6341,04/01/2026,2026,40.7,-103.9,0.5031924582105801
Pivot Energy Minnesota Solar 2: PMI2,Solar,1.0,1.3,Pivot Energy,In Construction,53.11,,Assumed,,N,MN,MISO,44.935059,-95.19906,04/01/2026,2026,45.2,-94.9,0.3995380045515051
North Franklin Solar: NFRKN,Solar,5.0,6.5,NJR Clean Energy Ventures,In Construction,82.41,,Assumed,,N,CT,ISO-NE,41.65,-72.15,02/01/2026,2026,41.6,-72.4,0.25495097567963865
CTGB Maloney and Webster: GBMWP,Solar,2.0,2.6,TotalEnergies,Operating,82.85,,Assumed,,N,CT,ISO-NE,41.517746,-72.89777,07/01/2025,2025,41.6,-73.3,0.41055412970277405
ATLAS SOLAR IV: ALTS4,Solar,300.0,390.0,TransGrid Energy,In Construction,40.48,,Assumed,,N,AZ,CAISO,33.582903,-113.5769,05/01/2026,2026,33.5,-113.8,0.23800528861561315
Bureau Solar 1: BUR1,Solar,5.0,6.5,Pivot Energy,Operating,76.33,,Assumed,,N,IL,MISO,41.442306,-89.48587,09/01/2025,2025,41.6,-89.5,0.1583257860741567
Big Creek Solar (IL): BC25,Solar,5.0,6.5,"Big Creek Solar (IL), LLC",In Construction,76.31,,Assumed,,N,IL,MISO,39.070944,-90.13983,04/01/2026,2026,38.9,-90.4,0.31130416000432876
NCBP TWELVE: NC12,Solar,1.2,1.6,Pivot Energy,In Construction,75.95,,Assumed,,N,MD,PJM,38.8713,-76.7339,04/01/2026,2026,38.9,-76.9,0.16856126482676878
Sutter Home Winery Westside: SHWST,Solar,2.3,3.0,"REC SHW, LLC",In Construction,65.21,,Assumed,,N,CA,CAISO,38.152145,-121.4022,04/01/2026,2026,38.0,-121.0,0.43001504744019586
Arroyo Solar: ARY1,Solar,335.0,435.5,Public Service Co of Colorado,In Construction,45.64,,Assumed,,N,CO,Non-ISO,38.161657,-104.5488,10/01/2026,2026,38.0,-104.8,0.2987213177009602
ASG-8: ASG-8,Solar,5.0,6.5,"Affordable Solar Silver City, LLC",In Construction,40.93,,Assumed,,N,NM,Non-ISO,34.656861,-106.8152,04/01/2026,2026,34.4,-106.6,0.3350949318044137
Nuby Run Solar: NBYRN,Solar,2.0,2.6,Dimension Energy,Operating,78.69,,Assumed,,N,VA,PJM,36.884447,-76.69121,06/01/2025,2025,37.1,-76.9,0.3000939184805369
Buckeye Solar: BUCKE,Solar,100.0,130.0,Contracted Energy (Dominion),Operating,61.07,,Assumed,,N,OH,PJM,39.6,-83.156,01/01/2025,2025,39.8,-83.2,0.20478281177871843
Pivot Solar 36: PI36,Solar,5.0,6.5,Pivot Energy,In Construction,45.38,,Assumed,,N,CO,Non-ISO,40.346119,-104.7314,04/01/2026,2026,40.7,-104.8,0.3604687533767682
Copper Crossing Energy and Research Cent: CXS01,Solar,17.6,22.9,Salt River Project,In Construction,39.57,,Assumed,,N,AZ,Non-ISO,33.15512,-111.4836,01/01/2026,2026,33.5,-111.1,0.5158402605458431
Chanute Solar: CHANS,Solar,6.0,7.8,Evergy Inc,In Construction,57.15,,Assumed,,N,KS,SPP,37.637,-95.468,05/01/2026,2026,38.0,-95.8,0.491927840236752
ILL060-Sangamon-Atchison: IL60,Solar,2.0,2.6,Pivot Energy,In Construction,76.37,,Assumed,,N,IL,MISO,39.849909,-89.29994,12/01/2025,2025,39.8,-89.5,0.20619144473279521
Anacott: 11134,Solar,5.0,6.5,Generate Capital,In Construction,76.31,,Assumed,,N,IL,MISO,39.14763,-89.4496,04/01/2026,2026,38.9,-89.5,0.25270689919351247
Pivot Solar 34: PI34,Solar,4.5,5.9,Pivot Energy,Operating,44.97,,Assumed,,N,CO,Non-ISO,40.082241,-105.1669,09/01/2025,2025,39.8,-104.8,0.4628991165264893
Copper Crossing Energy and Research Cent: CXS02,Solar,17.6,22.9,Salt River Project,In Construction,39.57,,Assumed,,N,AZ,Non-ISO,33.15512,-111.4836,01/01/2026,2026,33.5,-111.1,0.5158402605458431
ATLAS II: ALT2,Solar,100.0,130.0,"ATLAS Solar II, LLC",In Construction,40.48,,Assumed,,N,AZ,CAISO,33.582903,-113.5769,03/01/2026,2026,33.5,-113.8,0.23800528861561315
Rustic Hills Solar II: RH2PV,Solar,100.0,130.0,Clenera,In Construction,52.36,,Assumed,,N,IN,MISO,37.974259,-87.32197,03/01/2026,2026,38.0,-87.7,0.37890537074711295
LaSalle Solar 6: LAS6,Solar,3.6,4.7,Pivot Energy,In Construction,76.32,,Assumed,,N,IL,MISO,41.41779,-88.83754,04/01/2026,2026,41.6,-88.6,0.29937557632513456
Peoria Solar 3: PEO3,Solar,4.9,6.4,Pivot Energy,In Construction,76.38,,Assumed,,N,IL,MISO,40.811998,-89.69964,12/01/2025,2025,40.7,-89.5,0.2289097673844453
Riley III - Site 6 Community Solar: 10651,Solar,2.1,2.7,Onyx Renewable Partners LP,Operating,57.29,,Assumed,,N,KS,SPP,39.082862,-96.8228,03/01/2025,2025,38.9,-96.7,0.22026881541425591
