Generator Name,Power Project Type,Capacity (MW),DC Capacity (MW),Owner,Power Project Status,Contract Price ($/MWh),Contract Type,Contract Price Type,Contract Offtaker Type,Hybrid Status,State,ISO,Latitude (Degrees),Longitude (Degrees),First Power Date,Year,hail_lat,hail_lon,hail_dist
Mark Center Solar Project: MRC1,Solar,90.0,117.0,Candela Renewables,In Construction,62.09,VPPA,Assumed,C&I,N,OH,PJM,41.288044,-84.61132,09/01/2026,2026,41.6,-85.0,0.4983860836098821
Austin TX GigaFactory: B05,Solar,1.2,1.6,Tesla,In Construction,58.44,,Assumed,,N,TX,ERCOT,30.22021,-97.61968,03/01/2026,2026,29.9,-97.6,0.3208141931087249
Novel Brock Solar: BROCK,Solar,1.0,1.3,Novel Energy Solutions,In Construction,112.0,PPA,Actual,Utility,N,MN,MISO,44.791225,-95.76654,12/01/2025,2025,45.2,-95.8,0.4101421366124237
Austin TX GigaFactory: A04,Solar,2.3,3.0,Tesla,In Construction,58.44,,Assumed,,N,TX,ERCOT,30.22021,-97.61968,03/01/2026,2026,29.9,-97.6,0.3208141931087249
Novel Swenson Solar CSG: SWNSN,Solar,1.0,1.3,Novel Energy Solutions,Operating,112.0,PPA,Actual,Utility,N,MN,MISO,45.492022,-92.86583,05/01/2025,2025,45.2,-93.1,0.3743159592964127
MN CSG 2019-17: MOORE,Solar,1.0,1.5,New Energy Equity,In Construction,112.0,PPA,Actual,Utility,N,MN,MISO,44.232719,-93.962469,07/01/2026,2026,44.3,-94.0,0.07704095613373001
Austin TX GigaFactory: C01,Solar,1.2,1.6,Tesla,Operating,57.87,,Assumed,,N,TX,ERCOT,30.22021,-97.61968,07/01/2025,2025,29.9,-97.6,0.3208141931087249
Dulles Solar and Storage: DUSO,Solar,100.0,130.0,Dominion Energy Virginia,In Construction,76.65,,Assumed,,Y,VA,PJM,38.95,-77.5,10/01/2026,2026,38.9,-77.8,0.3041381265149089
Fremont CA AutoFactory: STAMP,Solar,1.4,1.8,Tesla,In Construction,64.99,,Assumed,,N,CA,CAISO,37.49254,-121.9446,04/01/2026,2026,37.1,-121.9,0.3950655788600121
Fremont CA AutoFactory: GA3,Solar,1.5,2.0,Tesla,In Construction,64.99,,Assumed,,N,CA,CAISO,37.49254,-121.9446,04/01/2026,2026,37.1,-121.9,0.3950655788600121
Novel Bo Hu 1 Solar: BOHU1,Solar,1.0,1.3,Novel Energy Solutions,In Construction,112.0,PPA,Actual,Utility,N,MN,MISO,44.41552,-93.15442,12/01/2025,2025,44.3,-93.1,0.12769654184824916
Austin TX GigaFactory: B07,Solar,1.1,1.4,Tesla,Operating,57.87,,Assumed,,N,TX,ERCOT,30.22021,-97.61968,07/01/2025,2025,29.9,-97.6,0.3208141931087249
Eichten 3 CSG: ECHT3,Solar,1.0,1.5,New Energy Equity,In Construction,112.0,PPA,Actual,Utility,N,MN,MISO,45.395115,-92.783685,07/01/2026,2026,45.2,-93.1,0.37165177579286585
East Windsor Solar Two: VCP05,Solar,4.0,5.2,Verogy,Operating,160.0,PPA,Actual,Utility,N,CT,ISO-NE,41.894366,-72.53211,09/01/2025,2025,41.6,-72.4,0.3226521254478223
Lindgren 1 CSG: LNDGR,Solar,1.0,1.5,New Energy Equity,In Construction,112.0,PPA,Actual,Utility,N,MN,MISO,45.398574,-92.700109,07/01/2026,2026,45.2,-93.1,0.4464800615447432
Hultman CSG: HLTMN,Solar,1.0,1.3,New Energy Equity,In Construction,112.0,PPA,Actual,Utility,N,MN,MISO,45.394981,-92.806867,07/01/2026,2026,45.2,-93.1,0.3520575891100743
Eikmeier CSG: EIKMR,Solar,1.0,1.5,New Energy Equity,In Construction,112.0,PPA,Actual,Utility,N,MN,MISO,45.480261,-94.343613,07/01/2026,2026,45.2,-94.0,0.44341416518871046
Daybreak Solar: DBS1,Solar,151.7,188.3,Avangrid,Operating,52.36,PPA,Assumed,C&I,N,OR,Non-ISO,45.131793,-120.8807,03/01/2025,2025,45.2,-121.0,0.13742155889451652
Covington (MS): OEMS4,Solar,96.0,124.8,Origis Energy,In Construction,45.84,VPPA,Assumed,C&I,N,MS,MISO,31.4395,-89.4846,09/01/2026,2026,31.7,-89.5,0.2609548045160315
Quillwort Solar: POWI,Solar,18.0,23.4,Dominion Energy Virginia,Operating,78.95,PPA,Assumed,Utility,N,VA,PJM,37.567,-77.9271,01/01/2025,2025,38.0,-77.8,0.4512686672039169
Union Ridge Solar: UNIS1,Solar,108.0,140.4,Leeward Renewable Energy,In Construction,62.14,VPPA,Assumed,C&I,N,OH,PJM,39.984126,-82.6413,12/01/2025,2025,39.8,-82.3,0.38779901221638635
Monarch Solar,Solar,200.0,260.0,NextEra Energy Resources,In Construction,48.31,,Assumed,,N,IL,MISO,38.62669,-88.584895,07/01/2026,2026,38.9,-88.6,0.2737270851139818
Lightsource BP,Solar,200.0,260.0,Arevon Energy,In Construction,45.21,,Assumed,,N,AR,MISO,35.176128,-92.70467,04/01/2026,2026,35.3,-93.1,0.41428261040502373
1000 Mile Solar:PV,Solar,300.0,390.0,Longroad Energy,In Construction,53.1,,Assumed,C&I,N,TX,SPP,33.02248,-102.7089,05/01/2026,2026,32.6,-103.0,0.5130580477879674
Mayes Solar,Solar,101.5,132.0,Leeward Renewable Energy,In Construction,56.79,,Assumed,C&I,N,OK,SPP,36.290054,-95.42654,03/01/2026,2026,36.2,-95.8,0.38416415048257024
Mastodon Solar Center,Solar,200.0,260.0,Orsted,In Construction,55.15,,Assumed,,N,MI,MISO,41.988751,-84.087199,07/01/2026,2026,41.6,-84.1,0.38896170197334246
Brickyard Solar,Solar,200.0,260.0,NextEra Energy Resources,In Construction,51.88,PPA,Assumed,Utility,N,IN,MISO,39.982544,-86.306426,07/01/2026,2026,39.8,-85.9,0.44553833214662564
Double Run 2: PV,Solar,210.0,273.0,EDF Renewables,Suspended,59.01,,Assumed,,N,GA,Non-ISO,31.83022,-83.55724,02/01/2026,2026,31.7,-83.2,0.38023369919037076
Sunset Ridge Solar,Solar,2.3,3.0,Brookfield Renewables,Operating,51.97,,Assumed,,N,OR,Non-ISO,42.281127,-121.8124,06/01/2025,2025,42.5,-121.9,0.23575230673103179
Lafitte Solar,Solar,100.0,130.0,RWE Renewables,In Construction,50.34,,Assumed,,N,LA,MISO,32.408417,-92.11176,07/01/2026,2026,32.6,-92.2,0.21092734172932714
SR Millington II: MILL2,Solar,74.9,97.4,Silicon Ranch,In Construction,51.54,,Assumed,,N,TN,Non-ISO,35.358278,-89.84577,03/01/2026,2026,35.3,-89.5,0.3506468568004016
PacifiCorp:C1-16:PV,Solar,199.0,258.7,Neptune Solar Energy Park LLC,Suspended,43.11,,Assumed,,Y,UT,Non-ISO,39.160248,-112.703892,12/01/2025,2025,38.9,-112.9,0.325864034787526
Wildwood Solar,Solar,100.0,130.0,NextEra Energy Resources,In Construction,46.64,PPA,Assumed,Utility,N,MS,MISO,33.934776,-90.33862,09/01/2026,2026,33.5,-90.4,0.4390873199899986
Renegade Solar Energy,Solar,100.0,130.0,Invenergy,In Construction,51.77,,Assumed,,N,MI,MISO,46.057418,-87.506681,07/01/2026,2026,46.1,-87.7,0.197953182558405
Arizona Public Service:Q239:PV,Solar,213.8,277.9,Longroad Energy,In Construction,39.43,,Assumed,,Y,AZ,Non-ISO,32.557518,-111.297084,10/01/2026,2026,32.6,-111.1,0.20161057358184734
Royal Road Solar Energy,Solar,150.0,195.0,Invenergy,In Construction,50.46,,Assumed,,N,LA,MISO,30.64774,-92.386836,07/01/2026,2026,30.8,-92.2,0.24102032797256
SouthernCompany:IC-903:PV,Solar,13.0,16.9,,In Construction,59.08,,Assumed,,Y,GA,Non-ISO,31.87811,-81.60978,08/01/2026,2026,31.7,-81.4,0.27519233365048157
Sunfish Solar 2: SS2,Solar,360.0,360.0,Hecate Energy,In Construction,56.68,,Assumed,,N,MI,MISO,42.24653,-85.00559,04/01/2026,2026,42.5,-85.0,0.25353163313480237
Flat Fork Solar:PV1,Solar,200.0,260.0,NextEra Energy Resources,Operating,44.99,,Assumed,,N,AR,MISO,34.882829,-91.10409,08/01/2025,2025,35.3,-91.3,0.4608821664384466
Lutesville Solar,Solar,200.0,260.0,NextEra Energy Resources,In Construction,51.95,,Assumed,,N,MO,MISO,37.515109,-89.76113,07/01/2026,2026,37.1,-89.5,0.4904124374248658
Hart Solar,Solar,120.0,156.0,NorthStar Clean Energy,In Construction,55.13,,Assumed,,N,MI,MISO,43.692866,-86.32097,09/01/2026,2026,43.4,-85.9,0.5128218353931505
Clover Creek Solar Project,Solar,100.0,130.0,EDP Renewables,In Construction,51.74,,Assumed,,N,KY,MISO,37.771668,-86.488055,07/01/2026,2026,38.0,-86.8,0.38658140830748355
Unbridled Solar,Solar,160.0,208.0,Geronimo Power,In Construction,38.1,PPA,Actual,,N,KY,MISO,37.410552,-87.769556,07/01/2026,2026,37.1,-87.7,0.3182461026312806
Beauregard (Singer) Solar,Solar,200.0,260.0,NextEra Energy Resources,In Construction,50.55,,Assumed,,N,LA,MISO,30.860384,-93.367086,07/01/2026,2026,30.8,-93.1,0.2738268775193611
Amite Solar,Solar,100.0,130.0,NextEra Energy Resources,Operating,46.78,PPA,Assumed,Utility,N,LA,MISO,30.797686,-90.53944,03/01/2025,2025,30.8,-90.4,0.13945919903684428
Angela Solar Project: ANG1,Solar,40.0,52.0,SB Energy,In Construction,57.36,PPA,Assumed,Utility,Y,CA,CAISO,35.866251,-119.467454,12/01/2025,2025,36.2,-119.2,0.42769152097861773
Sebree Solar - Hybrid: 4516,Solar,250.0,325.0,NextEra Energy Resources,Operating,52.05,PPA,Assumed,C&I,N,KY,MISO,37.693,-87.549,09/01/2025,2025,38.0,-87.7,0.34212570789112035
Fish Creek Solar Park: FSCSP,Solar,146.2,190.1,DTE Energy,In Construction,55.63,,Assumed,,N,MI,MISO,43.12165,-85.01172,01/01/2026,2026,43.4,-85.0,0.2785966275818818
Branch Solar,Solar,200.0,260.0,CMS Energy,In Construction,55.48,VPPA,Assumed,C&I,N,MI,MISO,41.883487,-85.0733,03/01/2026,2026,41.6,-85.0,0.29281012477201157
Worthwhile Solar Farm West,Solar,165.0,214.5,Invenergy,In Construction,52.58,,Assumed,,N,IA,MISO,43.29279,-94.00488,07/01/2026,2026,43.4,-94.0,0.10732100679736672
Pine Grove Solar,Solar,1.4,1.8,Brookfield Renewables,Operating,52.35,,Assumed,,N,OR,Non-ISO,42.186,-121.687,01/01/2025,2025,42.5,-121.9,0.37942719986843787
Bell Solar,Solar,170.0,221.0,Arevon Energy,In Construction,55.25,,Assumed,,N,MI,MISO,42.884637,-84.003744,07/01/2026,2026,42.5,-84.1,0.3964982210615803
Lakeside Solar,Solar,100.0,124.3,National Grid,In Construction,55.77,,Assumed,,N,MI,MISO,43.084749,-82.68715,03/01/2026,2026,43.4,-82.3,0.4992677793539274
Rustic Hills II,Solar,100.0,130.0,Enlight Renewable Energy,In Construction,52.36,,Assumed,,N,IN,MISO,37.96707,-87.30739,03/01/2026,2026,38.0,-87.7,0.39398857470744475
Bayou Teche Solar,Solar,95.0,123.5,ibV Energy Partners,In Construction,50.3,,Assumed,,N,LA,MISO,29.73552,-91.295865,07/01/2026,2026,29.9,-91.3,0.16453196839823897
Arizona Public Service:Q332:PV,Solar,350.0,455.0,,In Construction,39.4,,Assumed,,Y,AZ,Non-ISO,33.294374,-112.46262,08/01/2026,2026,33.5,-112.9,0.48330457920032677
Dunns Bridge Energy Center: PV1,Solar,435.0,565.5,Northern Indiana Public Service Company,Operating,52.04,PPA,Assumed,Utility,Y,IN,MISO,41.222135,-86.94648,01/01/2025,2025,41.6,-86.8,0.40526330777039143
Jasper County Solar,Solar,60.0,78.0,Zelestra,In Construction,52.61,,Assumed,,N,IN,MISO,40.967584,-87.084746,10/01/2025,2025,40.7,-86.8,0.3907447780482789
Green River Energy Center: PV,Solar,400.0,520.0,rPlus Energies,In Construction,47.26,PPA,Assumed,Utility,Y,UT,Non-ISO,38.9987,-111.1172,03/01/2026,2026,38.9,-111.1,0.1001874742669974
Ratts 2 Solar,Solar,150.0,195.0,Arevon Energy,In Construction,51.97,,Assumed,,N,IN,MISO,38.52543,-87.18622,09/01/2026,2026,38.9,-86.8,0.5380228371547119
Liberty Grand Solar,Solar,67.2,87.4,NextEra Energy Resources,Operating,58.35,,Assumed,,Future,TX,ERCOT,30.009659,-95.04083,07/01/2025,2025,29.9,-94.9,0.17848861358921037
Rosamond South 1: RS1,Solar,140.0,182.0,Clearway Energy,Operating,57.52,Capacity,Assumed,Utility,Y,CA,CAISO,34.842496,-118.3785,08/01/2025,2025,34.4,-118.3,0.44940511792368304
Rock Creek Solar,Solar,150.0,195.0,NextEra Energy Resources,In Construction,55.59,,Assumed,,N,IA,MISO,41.79102,-90.295285,07/01/2026,2026,41.6,-90.4,0.2178390957220499
Pleasantville Solar Park,Solar,150.0,195.0,EDP Renewables,In Construction,49.02,,Assumed,,N,IL,MISO,40.354122,-90.34819,03/01/2026,2026,40.7,-90.4,0.3497368539116297
Byron Solar 2,Solar,100.0,130.0,EDF Renewables,In Construction,52.95,,Assumed,,N,MN,MISO,44.0349,-92.668026,07/01/2026,2026,44.3,-93.1,0.5068328587177389
Guthrie Solar,Solar,100.0,130.0,NextEra Energy Resources,In Construction,51.93,,Assumed,,N,MO,MISO,38.910686,-91.964361,07/01/2026,2026,38.9,-92.2,0.23588117541890216
Arizona Public Service:Q389:PV,Solar,300.0,390.0,,In Construction,39.28,,Assumed,,Y,AZ,Non-ISO,33.486755,-113.030223,07/01/2026,2026,33.5,-112.9,0.13089484235064483
Sunflower Sky Solar,Solar,65.0,84.5,Savion Energy,IA Executed,57.12,,Assumed,,N,KS,SPP,37.501,-95.647,06/01/2025,2025,37.1,-95.8,0.42919692449969216
Foundry Works Solar,Solar,300.0,390.0,Invenergy,In Construction,52.26,,Assumed,,N,IN,MISO,41.302671,-87.279492,07/01/2026,2026,41.6,-87.7,0.5150063225874041
Saltbranch 2: SB12,Solar,73.0,94.9,Leeward Renewable Energy,In Construction,56.83,,Assumed,C&I,N,OK,SPP,36.331569,-95.22931,03/01/2026,2026,36.2,-94.9,0.3546201881746085
Pixley Solar Energy,Solar,189.0,245.7,Invenergy,Operating,57.12,PPA,Assumed,Utility,N,KS,SPP,37.26609,-98.50019,05/01/2025,2025,37.1,-98.5,0.16609010867598042
Sundance Renewable Energy Center: 68049,Solar,74.9,97.4,Duke Energy,Operating,50.88,,Assumed,,N,FL,Non-ISO,30.287538,-83.301774,07/01/2025,2025,29.9,-83.2,0.40067898437527333
New Madrid Solar,Solar,200.0,260.0,NextEra Energy Resources,Operating,48.58,,Assumed,,N,MO,MISO,36.509517,-89.568228,12/01/2025,2025,36.2,-89.5,0.3169476822332046
Proving Ground Solar,Solar,250.0,325.0,Arizona Public Service,In Construction,39.43,,Assumed,,Y,AZ,Non-ISO,32.956985,-113.486971,10/01/2026,2026,32.6,-113.8,0.4747898957075659
Chalk Bluff Solar Energy,Solar,450.0,585.0,Invenergy,In Construction,45.05,PPA,Assumed,C&I,N,AR,MISO,35.051606,-90.43254,05/01/2026,2026,35.3,-90.4,0.250516328481795
Beecher Solar Project,Solar,80.0,104.0,NextEra Energy Resources,In Construction,55.15,,Assumed,,N,MI,MISO,41.89044,-84.0104,07/01/2026,2026,41.6,-84.1,0.30394662952563944
Timber Wolf Solar,Solar,150.0,195.0,NextEra Energy Resources,In Construction,56.41,,Assumed,,N,MN,MISO,43.557278,-92.679741,07/01/2026,2026,43.4,-93.1,0.44872485596965617
Henderson County Solar,Solar,160.0,208.0,Community Energy,Operating,52.15,PPA,Assumed,,N,KY,MISO,37.652,-87.552,03/01/2025,2025,38.0,-87.7,0.37816398559354925
Arizona Public Service:Q230:PV,Solar,200.0,260.0,Aurora Solar LLC,In Construction,43.25,,Assumed,,N,AZ,Non-ISO,34.932252,-110.295134,07/01/2026,2026,35.3,-110.2,0.3798540107199073
Kelly Creek Solar,Solar,2.3,3.0,Kelly Creek Project Manager LLC,In Construction,51.71,,Assumed,,N,OR,Non-ISO,42.133852,-123.6303,05/01/2026,2026,42.5,-123.7,0.37272301767398475
Split Rail Solar,Solar,300.0,390.0,Invenergy,In Construction,51.98,,Assumed,,N,MO,MISO,38.623396,-91.261557,07/01/2026,2026,38.9,-91.3,0.2792626667941841
Mondu Solar  J1465,Solar,150.0,195.0,NextEra Energy Resources,In Construction,50.26,,Assumed,,N,LA,MISO,30.549,-91.579,03/01/2026,2026,30.8,-91.3,0.3752892218009979
Porchlight Solar,Solar,148.1,192.5,Savion Renewable Energy,In Construction,51.22,,Assumed,,N,WI,MISO,44.465556,-89.424442,08/01/2026,2026,44.3,-89.5,0.18198296760961144
Cooks Mill Solar,Solar,99.0,128.7,Adapture Renewables,In Construction,49.02,,Assumed,,N,IL,MISO,39.5208,-88.4201,03/01/2026,2026,39.8,-88.6,0.3321395038233089
Alligator Creek,Solar,80.0,104.0,Heelstone Energy,In Construction,32.0,PPA,Actual,Utility,N,GA,Non-ISO,32.108488,-82.857477,04/01/2026,2026,31.7,-83.2,0.5330895343870498
Posey Solar,Solar,191.0,248.3,Arevon Energy,In Construction,51.9,PPA,Assumed,Utility,N,IN,MISO,37.926667,-87.72889,06/01/2025,2025,38.0,-87.7,0.07881853201500238
Otisville PV I,Solar,125.0,162.5,EDF Renewables,In Construction,55.23,,Assumed,,N,MI,MISO,43.152931,-83.787247,07/01/2026,2026,43.4,-84.1,0.39856935377672803
Mustang Mile Solar Energy,Solar,150.0,195.0,Invenergy,In Construction,55.15,,Assumed,,N,MI,MISO,41.987485,-83.94572,07/01/2026,2026,41.6,-84.1,0.41706947098175207
Muddy Creek Energy Park,Solar,199.0,258.7,Hanwha Renewables,Suspended,51.99,,Assumed,,Y,OR,Non-ISO,44.242589,-123.047757,12/01/2025,2025,44.3,-122.8,0.25432175284470443
Badger State Solar,Solar,149.0,193.7,DESRI,In Construction,51.57,,Assumed,,N,WI,MISO,43.004853,-88.884642,09/01/2026,2026,43.4,-88.6,0.4869930387315656
Hickory Point Solar Energy Center,Solar,250.0,325.0,Invenergy,In Construction,48.73,,Assumed,,N,IL,MISO,39.532369,-89.475697,07/01/2026,2026,39.8,-89.5,0.26873218633054946
Ringer Solar Farm,Solar,225.0,292.5,Invenergy,In Construction,51.9,,Assumed,,N,MO,MISO,36.765546,-89.979941,07/01/2026,2026,37.1,-90.4,0.5369441699068984
Appleseed Solar,Solar,200.0,260.0,NextEra Energy Resources,Operating,52.22,,Assumed,,N,IN,MISO,40.726238,-86.27202,08/01/2025,2025,40.7,-85.9,0.3729441151754429
Northern Prairie Solar Project,Solar,101.0,131.3,Leeward Renewable Energy,In Construction,52.88,,Assumed,,N,WI,MISO,45.146932,-92.297632,09/01/2026,2026,45.2,-92.2,0.11112254518322742
Hashknife Solar: PV,Solar,275.0,764.4,Invenergy,In Construction,43.34,,Assumed,,Y,AZ,Non-ISO,34.93475,-110.29528,04/01/2026,2026,35.3,-110.2,0.3774729671115504
Greensboro Solar Center,Solar,100.0,130.0,NextEra Energy Resources,In Construction,51.88,,Assumed,,N,IN,MISO,39.899395,-85.399188,07/01/2026,2026,39.8,-85.0,0.41137625766322056
J1131,Solar,100.0,130.0,Alliant Energy,In Construction,55.56,,Assumed,,N,IA,MISO,41.635903,-90.590081,07/01/2026,2026,41.6,-90.4,0.1934420119053688
Centennial Flats: CFPV1,Solar,166.7,216.7,Carlyle Group,In Construction,38.43,PPA,Assumed,Utility,Y,AZ,CAISO,33.561341,-113.532458,02/01/2026,2026,33.5,-113.8,0.2744839522540351
Harquahala Sun Solar Project,Solar,150.0,195.0,Carlyle Group,Operating,38.82,,Assumed,,N,AZ,Non-ISO,33.44065,-113.1352,04/01/2025,2025,33.5,-112.9,0.2425725922275565
Lightyear Solar,Solar,220.0,286.0,EDF Renewables,Suspended,58.28,,Assumed,,N,GA,Non-ISO,31.10001,-84.84697,05/01/2025,2025,30.8,-85.0,0.3367850664741543
Dahlia Solar: PV,Solar,58.0,75.4,Emeren,Suspended,59.03,,Assumed,,Y,AL,Non-ISO,32.126722,-86.465039,04/01/2026,2026,31.7,-86.8,0.5424855175993148
Shelby Solar Park: PV,Solar,150.0,195.0,EDP Renewables,In Construction,59.01,,Assumed,,N,AL,Non-ISO,33.333888,-86.644391,05/01/2026,2026,33.5,-86.8,0.22761229629569424
Aramis I Solar Project: IPAR1,Solar,100.0,130.0,Intersect Power,In Construction,64.84,,Assumed,,Y,CA,CAISO,37.749678,-121.7661,07/01/2026,2026,38.0,-121.9,0.2838843315225438
Crooked Creek PV I,Solar,99.0,128.7,Adapture Renewables,In Construction,49.02,,Assumed,,N,IL,MISO,38.6452,-88.9998,03/01/2026,2026,38.9,-88.6,0.4740918476413586
Washington County Solar,Solar,200.0,260.0,Seahorse Capital,In Construction,46.67,,Assumed,,N,MS,MISO,33.349037,-91.121654,07/01/2026,2026,33.5,-91.3,0.23366027280005436
Harquahala 2: PV1,Solar,300.0,390.0,Carlyle Group,Operating,38.82,PPA,Assumed,Utility,Y,AZ,CAISO,33.434205,-113.132676,04/01/2025,2025,33.5,-112.9,0.24179971670992337
St. Landry Solar,Solar,150.0,195.0,NextEra Energy Resources,In Construction,50.38,VPPA,Assumed,C&I,N,LA,MISO,30.584229,-92.058945,07/01/2026,2026,30.8,-92.2,0.2577860303934302
Americus Solar: PV3,Solar,250.0,325.0,Invenergy,In Construction,59.08,,Assumed,,N,GA,Non-ISO,31.92597,-84.07037,08/01/2026,2026,31.7,-84.1,0.22790431720351406
Lowland Solar Park I,Solar,150.0,195.0,EDP Renewables,In Construction,52.14,,Assumed,,N,IN,MISO,39.18392,-85.837246,04/01/2026,2026,38.9,-85.9,0.2907724727617844
Apple Blossom Cross County Solar PV Park J1125,Solar,135.0,175.5,RWE Renewables,Operating,45.22,VPPA,Assumed,C&I,N,AR,MISO,35.20851,-90.7912,03/01/2025,2025,35.3,-90.4,0.40175597083303977
Speedway  Solar J805,Solar,199.0,268.7,Ranger Power,Operating,51.77,PPA,Assumed,Utility,N,IN,MISO,39.613744,-85.65466,06/01/2025,2025,39.8,-85.9,0.3080308639341186
Boot Hill Solar,Solar,150.0,195.0,Alluvial Power,In Construction,54.8,PPA,Assumed,Utility,N,KS,SPP,37.693889,-99.98639,03/01/2026,2026,38.0,-100.3,0.43824100266976274
Archway Solar Energy,Solar,400.0,520.0,Invenergy,Suspended,51.77,,Assumed,,Y,OR,Non-ISO,43.226587,-120.589577,10/01/2025,2025,43.4,-121.0,0.44555483107917726
White Tail Solar,Solar,140.0,182.0,Ranger Power,In Construction,54.85,,Assumed,,N,MI,MISO,42.125582,-83.65358,09/01/2026,2026,42.5,-84.1,0.5826488265876705
Cherry Valley PV I: CHVLY,Solar,135.0,175.5,Adapture Renewables,In Construction,45.26,,Assumed,,N,AR,MISO,35.389,-90.75462,03/01/2026,2026,35.3,-90.4,0.36561775722740675
Jacques Louisiana Solar,Solar,200.0,260.0,DESRI,In Construction,50.45,,Assumed,,N,LA,MISO,29.981239,-90.721075,07/01/2026,2026,29.9,-90.4,0.3311931924813608
Benton Solar,Solar,100.0,130.0,NextEra Energy Resources,In Construction,52.39,,Assumed,,N,MN,MISO,45.568987,-94.038515,04/01/2026,2026,45.2,-94.0,0.3709916594668917
Wadley Solar,Solar,260.0,338.0,NextEra Energy Resources,Operating,58.11,PPA,Assumed,Utility,N,GA,Non-ISO,32.820018,-82.40879,01/01/2025,2025,32.6,-82.3,0.24544487043733068
Sunlight Road Solar,Solar,50.0,65.0,DESRI,In Construction,50.45,PPA,Assumed,Utility,N,LA,MISO,30.8313,-90.32245,07/01/2026,2026,30.8,-90.4,0.08362829963594995
Koshkonong Solar Energy Center,Solar,300.0,390.0,Madison Gas and Electric,In Construction,51.69,,Assumed,,Y,WI,MISO,42.996803,-89.086568,04/01/2026,2026,43.4,-89.5,0.5774892548203812
Gibson Solar Park 1,Solar,200.0,260.0,Arevon Energy,Operating,51.96,,Assumed,,N,IN,MISO,38.317957,-87.53063,08/01/2025,2025,38.0,-87.7,0.3602538698598533
Apple River,Solar,100.0,130.0,Geronimo Power,In Construction,52.93,,Assumed,,N,WI,MISO,45.413865,-92.30496,07/01/2026,2026,45.2,-92.2,0.23823274297417116
TAG,Solar,140.0,182.0,Exus Management Partners,Operating,40.55,,Assumed,,Y,NM,Non-ISO,35.271663,-106.8625,08/01/2025,2025,35.3,-106.6,0.26402506617554616
Piney Woods Solar,Solar,150.0,195.0,DESRI,In Construction,50.84,,Assumed,,N,TX,MISO,30.718683,-95.66965,12/01/2025,2025,30.8,-95.8,0.15363455662382233
Lone Spur Solar Energy,Solar,165.0,214.5,Invenergy,In Construction,50.58,,Assumed,,N,TX,MISO,30.679999,-94.977366,07/01/2026,2026,30.8,-94.9,0.14277863270461777
JANUS,Solar,83.5,108.6,RWE Renewables,Suspended,64.9,,Assumed,,Y,CA,CAISO,37.735749,-121.773284,06/01/2026,2026,38.0,-121.9,0.2930623409054826
Catclaw Solar: CC8,Solar,200.0,588.0,DESRI,In Construction,44.48,PPA,Actual,,Y,AZ,CAISO,33.580629,-112.6867,09/01/2026,2026,33.5,-112.9,0.22803053664148126
Chicory Solar Energy,Solar,200.0,260.0,Invenergy,In Construction,55.55,,Assumed,,N,MI,MISO,43.074153,-85.114722,04/01/2026,2026,43.4,-85.0,0.3454524637240231
Crossroads Solar,Solar,200.0,260.0,EDP Renewables,In Construction,52.21,,Assumed,,N,IN,MISO,40.128928,-87.29279,03/01/2026,2026,39.8,-87.7,0.5234630963917211
Castleberry: PV,Solar,80.0,104.0,"Ecoplexus, Inc",Suspended,59.03,,Assumed,,Y,AL,Non-ISO,31.299394,-87.041944,04/01/2026,2026,31.7,-86.8,0.4679979341535619
Blues Trail Solar Energy,Solar,160.0,208.0,Invenergy,In Construction,46.67,,Assumed,,N,MS,MISO,34.575727,-90.426917,07/01/2026,2026,34.4,-90.4,0.17777655474780849
SouthernCompany:IC-863:PV,Solar,263.6,342.7,,In Construction,59.03,,Assumed,,Y,AL,Non-ISO,32.58431,-87.643784,03/01/2026,2026,32.6,-87.7,0.05836449910691158
Kansas Sky Energy Center,Solar,159.0,206.7,Evergy Inc,Studies Undergoing,57.32,,Assumed,,Future,KS,SPP,39.032778,-95.241944,06/01/2026,2026,38.9,-94.9,0.36681834253482903
Northern Crescent Solar: PV,Solar,150.0,195.0,Primergy,IA Executed,56.26,,Assumed,,Y,MN,MISO,43.647473,-94.125455,11/01/2026,2026,43.4,-94.0,0.2774560194949828
Bee Hollow Solar,Solar,150.0,195.0,National Grid,In Construction,48.65,,Assumed,,N,IL,MISO,38.369519,-89.773977,10/01/2026,2026,38.0,-89.5,0.46000835632627246
Green River Solar,Solar,200.0,260.0,NextEra Energy Resources,Operating,52.06,PPA,Assumed,Utility,N,KY,MISO,37.898533,-86.279097,05/01/2025,2025,38.0,-85.9,0.39244118985905435
Middleton Solar Farm,Solar,200.0,260.0,Arevon Energy,Suspended,46.59,,Assumed,,N,MS,Non-ISO,31.904067,-88.673083,06/01/2025,2025,31.7,-88.6,0.21675900299180756
Willis Pond PV1,Solar,300.0,390.0,"Ecoplexus, Inc",In Construction,50.45,,Assumed,,N,LA,MISO,30.501555,-90.894972,07/01/2026,2026,30.8,-91.3,0.5031074426094309
Lawrence Creek Solar: PV,Solar,193.0,250.9,NextEra Energy Resources,Suspended,58.91,,Assumed,,N,AL,Non-ISO,30.528822,-87.530028,12/01/2025,2025,30.8,-87.7,0.32004372899339856
Luna Valley: LVPV,Solar,200.0,260.0,Clearway Energy,Operating,65.66,PPA,Assumed,Utility,N,CA,CAISO,36.605308,-120.39719,12/01/2025,2025,36.2,-120.1,0.5025897640859777
