hail_lat,hail_lon,state,Year,DC Capacity (MW)
39.8,-115.6,California,2034,30.190209345414566
39.8,-116.5,California,2034,30.190209345414566
39.8,-117.4,California,2034,30.190209345414566
39.8,-118.3,California,2034,30.190209345414566
39.8,-119.2,California,2034,30.190209345414566
39.8,-120.1,California,2034,30.190209345414566
40.7,-114.7,California,2034,30.190209345414566
40.7,-115.6,California,2034,30.190209345414566
40.7,-116.5,California,2034,30.190209345414566
40.7,-117.4,California,2034,30.190209345414566
40.7,-118.3,California,2034,30.190209345414566
40.7,-119.2,California,2034,30.190209345414566
41.6,-114.7,California,2034,30.190209345414566
41.6,-115.6,California,2034,30.190209345414566
41.6,-116.5,California,2034,30.190209345414566
41.6,-117.4,California,2034,30.190209345414566
41.6,-118.3,California,2034,30.190209345414566
32.6,-116.5,California,2035,30.78468194246648
32.6,-117.4,California,2035,30.78468194246648
32.6,-118.3,California,2035,30.78468194246648
33.5,-115.6,California,2035,30.78468194246648
33.5,-116.5,California,2035,30.78468194246648
33.5,-117.4,California,2035,30.78468194246648
33.5,-118.3,California,2035,30.78468194246648
33.5,-119.2,California,2035,30.78468194246648
33.5,-120.1,California,2035,30.78468194246648
34.4,-115.6,California,2035,30.78468194246648
34.4,-116.5,California,2035,30.78468194246648
34.4,-117.4,California,2035,30.78468194246648
34.4,-118.3,California,2035,30.78468194246648
34.4,-119.2,California,2035,30.78468194246648
34.4,-120.1,California,2035,30.78468194246648
35.3,-116.5,California,2035,30.78468194246648
35.3,-117.4,California,2035,30.78468194246648
35.3,-118.3,California,2035,30.78468194246648
35.3,-119.2,California,2035,30.78468194246648
35.3,-120.1,California,2035,30.78468194246648
35.3,-121.0,California,2035,30.78468194246648
36.2,-117.4,California,2035,30.78468194246648
36.2,-118.3,California,2035,30.78468194246648
36.2,-119.2,California,2035,30.78468194246648
36.2,-120.1,California,2035,30.78468194246648
36.2,-121.0,California,2035,30.78468194246648
36.2,-121.9,California,2035,30.78468194246648
37.1,-119.2,California,2035,30.78468194246648
37.1,-120.1,California,2035,30.78468194246648
37.1,-121.0,California,2035,30.78468194246648
37.1,-121.9,California,2035,30.78468194246648
37.1,-122.8,California,2035,30.78468194246648
38.0,-119.2,California,2035,30.78468194246648
38.0,-120.1,California,2035,30.78468194246648
38.0,-121.0,California,2035,30.78468194246648
38.0,-121.9,California,2035,30.78468194246648
38.0,-122.8,California,2035,30.78468194246648
38.9,-120.1,California,2035,30.78468194246648
38.9,-121.0,California,2035,30.78468194246648
38.9,-121.9,California,2035,30.78468194246648
38.9,-122.8,California,2035,30.78468194246648
38.9,-123.7,California,2035,30.78468194246648
39.8,-121.0,California,2035,30.78468194246648
39.8,-121.9,California,2035,30.78468194246648
39.8,-122.8,California,2035,30.78468194246648
39.8,-123.7,California,2035,30.78468194246648
40.7,-120.1,California,2035,30.78468194246648
40.7,-121.0,California,2035,30.78468194246648
40.7,-121.9,California,2035,30.78468194246648
40.7,-122.8,California,2035,30.78468194246648
40.7,-123.7,California,2035,30.78468194246648
41.6,-120.1,California,2035,30.78468194246648
41.6,-121.0,California,2035,30.78468194246648
41.6,-121.9,California,2035,30.78468194246648
41.6,-122.8,California,2035,30.78468194246648
41.6,-123.7,California,2035,30.78468194246648
35.3,-115.6,California,2035,30.78468194246648
36.2,-115.6,California,2035,30.78468194246648
36.2,-116.5,California,2035,30.78468194246648
37.1,-114.7,California,2035,30.78468194246648
37.1,-115.6,California,2035,30.78468194246648
38.0,-114.7,California,2035,30.78468194246648
38.9,-114.7,California,2035,30.78468194246648
38.9,-115.6,California,2035,30.78468194246648
38.9,-116.5,California,2035,30.78468194246648
38.9,-117.4,California,2035,30.78468194246648
38.9,-118.3,California,2035,30.78468194246648
38.9,-119.2,California,2035,30.78468194246648
39.8,-114.7,California,2035,30.78468194246648
39.8,-115.6,California,2035,30.78468194246648
39.8,-116.5,California,2035,30.78468194246648
39.8,-117.4,California,2035,30.78468194246648
39.8,-118.3,California,2035,30.78468194246648
39.8,-119.2,California,2035,30.78468194246648
39.8,-120.1,California,2035,30.78468194246648
40.7,-114.7,California,2035,30.78468194246648
40.7,-115.6,California,2035,30.78468194246648
40.7,-116.5,California,2035,30.78468194246648
40.7,-117.4,California,2035,30.78468194246648
40.7,-118.3,California,2035,30.78468194246648
40.7,-119.2,California,2035,30.78468194246648
41.6,-114.7,California,2035,30.78468194246648
41.6,-115.6,California,2035,30.78468194246648
41.6,-116.5,California,2035,30.78468194246648
41.6,-117.4,California,2035,30.78468194246648
41.6,-118.3,California,2035,30.78468194246648
32.6,-116.5,California,2036,31.947571659611253
32.6,-117.4,California,2036,31.947571659611253
32.6,-118.3,California,2036,31.947571659611253
33.5,-115.6,California,2036,31.947571659611253
33.5,-116.5,California,2036,31.947571659611253
33.5,-117.4,California,2036,31.947571659611253
33.5,-118.3,California,2036,31.947571659611253
33.5,-119.2,California,2036,31.947571659611253
33.5,-120.1,California,2036,31.947571659611253
34.4,-115.6,California,2036,31.947571659611253
34.4,-116.5,California,2036,31.947571659611253
34.4,-117.4,California,2036,31.947571659611253
34.4,-118.3,California,2036,31.947571659611253
34.4,-119.2,California,2036,31.947571659611253
34.4,-120.1,California,2036,31.947571659611253
35.3,-116.5,California,2036,31.947571659611253
35.3,-117.4,California,2036,31.947571659611253
35.3,-118.3,California,2036,31.947571659611253
35.3,-119.2,California,2036,31.947571659611253
35.3,-120.1,California,2036,31.947571659611253
35.3,-121.0,California,2036,31.947571659611253
36.2,-117.4,California,2036,31.947571659611253
36.2,-118.3,California,2036,31.947571659611253
36.2,-119.2,California,2036,31.947571659611253
36.2,-120.1,California,2036,31.947571659611253
36.2,-121.0,California,2036,31.947571659611253
36.2,-121.9,California,2036,31.947571659611253
37.1,-119.2,California,2036,31.947571659611253
37.1,-120.1,California,2036,31.947571659611253
37.1,-121.0,California,2036,31.947571659611253
37.1,-121.9,California,2036,31.947571659611253
37.1,-122.8,California,2036,31.947571659611253
38.0,-119.2,California,2036,31.947571659611253
38.0,-120.1,California,2036,31.947571659611253
38.0,-121.0,California,2036,31.947571659611253
38.0,-121.9,California,2036,31.947571659611253
38.0,-122.8,California,2036,31.947571659611253
38.9,-120.1,California,2036,31.947571659611253
38.9,-121.0,California,2036,31.947571659611253
38.9,-121.9,California,2036,31.947571659611253
38.9,-122.8,California,2036,31.947571659611253
38.9,-123.7,California,2036,31.947571659611253
39.8,-121.0,California,2036,31.947571659611253
39.8,-121.9,California,2036,31.947571659611253
39.8,-122.8,California,2036,31.947571659611253
39.8,-123.7,California,2036,31.947571659611253
40.7,-120.1,California,2036,31.947571659611253
40.7,-121.0,California,2036,31.947571659611253
40.7,-121.9,California,2036,31.947571659611253
40.7,-122.8,California,2036,31.947571659611253
40.7,-123.7,California,2036,31.947571659611253
41.6,-120.1,California,2036,31.947571659611253
41.6,-121.0,California,2036,31.947571659611253
41.6,-121.9,California,2036,31.947571659611253
41.6,-122.8,California,2036,31.947571659611253
41.6,-123.7,California,2036,31.947571659611253
35.3,-115.6,California,2036,31.947571659611253
36.2,-115.6,California,2036,31.947571659611253
36.2,-116.5,California,2036,31.947571659611253
37.1,-114.7,California,2036,31.947571659611253
37.1,-115.6,California,2036,31.947571659611253
38.0,-114.7,California,2036,31.947571659611253
38.9,-114.7,California,2036,31.947571659611253
38.9,-115.6,California,2036,31.947571659611253
38.9,-116.5,California,2036,31.947571659611253
38.9,-117.4,California,2036,31.947571659611253
38.9,-118.3,California,2036,31.947571659611253
38.9,-119.2,California,2036,31.947571659611253
39.8,-114.7,California,2036,31.947571659611253
39.8,-115.6,California,2036,31.947571659611253
39.8,-116.5,California,2036,31.947571659611253
39.8,-117.4,California,2036,31.947571659611253
39.8,-118.3,California,2036,31.947571659611253
39.8,-119.2,California,2036,31.947571659611253
39.8,-120.1,California,2036,31.947571659611253
40.7,-114.7,California,2036,31.947571659611253
40.7,-115.6,California,2036,31.947571659611253
40.7,-116.5,California,2036,31.947571659611253
40.7,-117.4,California,2036,31.947571659611253
40.7,-118.3,California,2036,31.947571659611253
40.7,-119.2,California,2036,31.947571659611253
41.6,-114.7,California,2036,31.947571659611253
41.6,-115.6,California,2036,31.947571659611253
41.6,-116.5,California,2036,31.947571659611253
41.6,-117.4,California,2036,31.947571659611253
41.6,-118.3,California,2036,31.947571659611253
37.1,-103.0,Colorado,2026,17.624770714285713
37.1,-104.8,Colorado,2026,17.624770714285713
37.1,-105.7,Colorado,2026,17.624770714285713
37.1,-107.5,Colorado,2026,17.624770714285713
37.1,-108.4,Colorado,2026,17.624770714285713
38.0,-103.0,Colorado,2026,17.624770714285713
38.0,-103.9,Colorado,2026,17.624770714285713
38.0,-104.8,Colorado,2026,17.624770714285713
38.0,-105.7,Colorado,2026,17.624770714285713
38.0,-106.6,Colorado,2026,17.624770714285713
38.0,-107.5,Colorado,2026,17.624770714285713
38.0,-108.4,Colorado,2026,17.624770714285713
38.9,-102.1,Colorado,2026,17.624770714285713
38.9,-103.0,Colorado,2026,17.624770714285713
38.9,-103.9,Colorado,2026,17.624770714285713
38.9,-104.8,Colorado,2026,17.624770714285713
38.9,-105.7,Colorado,2026,17.624770714285713
38.9,-106.6,Colorado,2026,17.624770714285713
38.9,-107.5,Colorado,2026,17.624770714285713
38.9,-108.4,Colorado,2026,17.624770714285713
39.8,-103.0,Colorado,2026,17.624770714285713
39.8,-103.9,Colorado,2026,17.624770714285713
39.8,-104.8,Colorado,2026,17.624770714285713
39.8,-105.7,Colorado,2026,17.624770714285713
39.8,-106.6,Colorado,2026,17.624770714285713
39.8,-107.5,Colorado,2026,17.624770714285713
39.8,-108.4,Colorado,2026,17.624770714285713
40.7,-102.1,Colorado,2026,17.624770714285713
40.7,-103.0,Colorado,2026,17.624770714285713
40.7,-103.9,Colorado,2026,17.624770714285713
40.7,-104.8,Colorado,2026,17.624770714285713
40.7,-105.7,Colorado,2026,17.624770714285713
40.7,-106.6,Colorado,2026,17.624770714285713
40.7,-107.5,Colorado,2026,17.624770714285713
40.7,-108.4,Colorado,2026,17.624770714285713
37.1,-102.1,Colorado,2026,17.624770714285713
38.0,-102.1,Colorado,2026,17.624770714285713
39.8,-102.1,Colorado,2026,17.624770714285713
37.1,-103.9,Colorado,2026,17.624770714285713
37.1,-106.6,Colorado,2026,17.624770714285713
37.1,-103.0,Colorado,2027,25.0810090596543
37.1,-104.8,Colorado,2027,25.0810090596543
37.1,-105.7,Colorado,2027,25.0810090596543
37.1,-107.5,Colorado,2027,25.0810090596543
37.1,-108.4,Colorado,2027,25.0810090596543
38.0,-103.0,Colorado,2027,25.0810090596543
38.0,-103.9,Colorado,2027,25.0810090596543
38.0,-104.8,Colorado,2027,25.0810090596543
38.0,-105.7,Colorado,2027,25.0810090596543
38.0,-106.6,Colorado,2027,25.0810090596543
38.0,-107.5,Colorado,2027,25.0810090596543
38.0,-108.4,Colorado,2027,25.0810090596543
38.9,-102.1,Colorado,2027,25.0810090596543
38.9,-103.0,Colorado,2027,25.0810090596543
38.9,-103.9,Colorado,2027,25.0810090596543
38.9,-104.8,Colorado,2027,25.0810090596543
38.9,-105.7,Colorado,2027,25.0810090596543
38.9,-106.6,Colorado,2027,25.0810090596543
38.9,-107.5,Colorado,2027,25.0810090596543
38.9,-108.4,Colorado,2027,25.0810090596543
39.8,-103.0,Colorado,2027,25.0810090596543
39.8,-103.9,Colorado,2027,25.0810090596543
39.8,-104.8,Colorado,2027,25.0810090596543
39.8,-105.7,Colorado,2027,25.0810090596543
39.8,-106.6,Colorado,2027,25.0810090596543
39.8,-107.5,Colorado,2027,25.0810090596543
39.8,-108.4,Colorado,2027,25.0810090596543
40.7,-102.1,Colorado,2027,25.0810090596543
40.7,-103.0,Colorado,2027,25.0810090596543
40.7,-103.9,Colorado,2027,25.0810090596543
40.7,-104.8,Colorado,2027,25.0810090596543
40.7,-105.7,Colorado,2027,25.0810090596543
40.7,-106.6,Colorado,2027,25.0810090596543
40.7,-107.5,Colorado,2027,25.0810090596543
40.7,-108.4,Colorado,2027,25.0810090596543
37.1,-102.1,Colorado,2027,25.0810090596543
38.0,-102.1,Colorado,2027,25.0810090596543
39.8,-102.1,Colorado,2027,25.0810090596543
37.1,-103.9,Colorado,2027,25.0810090596543
37.1,-106.6,Colorado,2027,25.0810090596543
37.1,-103.0,Colorado,2028,22.799587926380024
37.1,-104.8,Colorado,2028,22.799587926380024
37.1,-105.7,Colorado,2028,22.799587926380024
37.1,-107.5,Colorado,2028,22.799587926380024
37.1,-108.4,Colorado,2028,22.799587926380024
38.0,-103.0,Colorado,2028,22.799587926380024
38.0,-103.9,Colorado,2028,22.799587926380024
38.0,-104.8,Colorado,2028,22.799587926380024
38.0,-105.7,Colorado,2028,22.799587926380024
38.0,-106.6,Colorado,2028,22.799587926380024
38.0,-107.5,Colorado,2028,22.799587926380024
38.0,-108.4,Colorado,2028,22.799587926380024
38.9,-102.1,Colorado,2028,22.799587926380024
38.9,-103.0,Colorado,2028,22.799587926380024
38.9,-103.9,Colorado,2028,22.799587926380024
38.9,-104.8,Colorado,2028,22.799587926380024
38.9,-105.7,Colorado,2028,22.799587926380024
38.9,-106.6,Colorado,2028,22.799587926380024
38.9,-107.5,Colorado,2028,22.799587926380024
38.9,-108.4,Colorado,2028,22.799587926380024
39.8,-103.0,Colorado,2028,22.799587926380024
39.8,-103.9,Colorado,2028,22.799587926380024
39.8,-104.8,Colorado,2028,22.799587926380024
39.8,-105.7,Colorado,2028,22.799587926380024
39.8,-106.6,Colorado,2028,22.799587926380024
39.8,-107.5,Colorado,2028,22.799587926380024
39.8,-108.4,Colorado,2028,22.799587926380024
40.7,-102.1,Colorado,2028,22.799587926380024
40.7,-103.0,Colorado,2028,22.799587926380024
40.7,-103.9,Colorado,2028,22.799587926380024
40.7,-104.8,Colorado,2028,22.799587926380024
40.7,-105.7,Colorado,2028,22.799587926380024
40.7,-106.6,Colorado,2028,22.799587926380024
40.7,-107.5,Colorado,2028,22.799587926380024
40.7,-108.4,Colorado,2028,22.799587926380024
37.1,-102.1,Colorado,2028,22.799587926380024
38.0,-102.1,Colorado,2028,22.799587926380024
39.8,-102.1,Colorado,2028,22.799587926380024
37.1,-103.9,Colorado,2028,22.799587926380024
37.1,-106.6,Colorado,2028,22.799587926380024
37.1,-103.0,Colorado,2029,21.772370128615187
37.1,-104.8,Colorado,2029,21.772370128615187
37.1,-105.7,Colorado,2029,21.772370128615187
37.1,-107.5,Colorado,2029,21.772370128615187
37.1,-108.4,Colorado,2029,21.772370128615187
38.0,-103.0,Colorado,2029,21.772370128615187
38.0,-103.9,Colorado,2029,21.772370128615187
38.0,-104.8,Colorado,2029,21.772370128615187
38.0,-105.7,Colorado,2029,21.772370128615187
38.0,-106.6,Colorado,2029,21.772370128615187
38.0,-107.5,Colorado,2029,21.772370128615187
38.0,-108.4,Colorado,2029,21.772370128615187
38.9,-102.1,Colorado,2029,21.772370128615187
38.9,-103.0,Colorado,2029,21.772370128615187
38.9,-103.9,Colorado,2029,21.772370128615187
38.9,-104.8,Colorado,2029,21.772370128615187
38.9,-105.7,Colorado,2029,21.772370128615187
38.9,-106.6,Colorado,2029,21.772370128615187
38.9,-107.5,Colorado,2029,21.772370128615187
38.9,-108.4,Colorado,2029,21.772370128615187
39.8,-103.0,Colorado,2029,21.772370128615187
39.8,-103.9,Colorado,2029,21.772370128615187
39.8,-104.8,Colorado,2029,21.772370128615187
39.8,-105.7,Colorado,2029,21.772370128615187
39.8,-106.6,Colorado,2029,21.772370128615187
39.8,-107.5,Colorado,2029,21.772370128615187
39.8,-108.4,Colorado,2029,21.772370128615187
40.7,-102.1,Colorado,2029,21.772370128615187
40.7,-103.0,Colorado,2029,21.772370128615187
40.7,-103.9,Colorado,2029,21.772370128615187
40.7,-104.8,Colorado,2029,21.772370128615187
40.7,-105.7,Colorado,2029,21.772370128615187
40.7,-106.6,Colorado,2029,21.772370128615187
40.7,-107.5,Colorado,2029,21.772370128615187
40.7,-108.4,Colorado,2029,21.772370128615187
37.1,-102.1,Colorado,2029,21.772370128615187
38.0,-102.1,Colorado,2029,21.772370128615187
39.8,-102.1,Colorado,2029,21.772370128615187
37.1,-103.9,Colorado,2029,21.772370128615187
37.1,-106.6,Colorado,2029,21.772370128615187
37.1,-103.0,Colorado,2030,26.360632414493544
37.1,-104.8,Colorado,2030,26.360632414493544
37.1,-105.7,Colorado,2030,26.360632414493544
37.1,-107.5,Colorado,2030,26.360632414493544
37.1,-108.4,Colorado,2030,26.360632414493544
38.0,-103.0,Colorado,2030,26.360632414493544
38.0,-103.9,Colorado,2030,26.360632414493544
38.0,-104.8,Colorado,2030,26.360632414493544
38.0,-105.7,Colorado,2030,26.360632414493544
38.0,-106.6,Colorado,2030,26.360632414493544
38.0,-107.5,Colorado,2030,26.360632414493544
38.0,-108.4,Colorado,2030,26.360632414493544
38.9,-102.1,Colorado,2030,26.360632414493544
38.9,-103.0,Colorado,2030,26.360632414493544
38.9,-103.9,Colorado,2030,26.360632414493544
38.9,-104.8,Colorado,2030,26.360632414493544
38.9,-105.7,Colorado,2030,26.360632414493544
38.9,-106.6,Colorado,2030,26.360632414493544
38.9,-107.5,Colorado,2030,26.360632414493544
38.9,-108.4,Colorado,2030,26.360632414493544
39.8,-103.0,Colorado,2030,26.360632414493544
39.8,-103.9,Colorado,2030,26.360632414493544
39.8,-104.8,Colorado,2030,26.360632414493544
39.8,-105.7,Colorado,2030,26.360632414493544
39.8,-106.6,Colorado,2030,26.360632414493544
39.8,-107.5,Colorado,2030,26.360632414493544
39.8,-108.4,Colorado,2030,26.360632414493544
40.7,-102.1,Colorado,2030,26.360632414493544
40.7,-103.0,Colorado,2030,26.360632414493544
40.7,-103.9,Colorado,2030,26.360632414493544
40.7,-104.8,Colorado,2030,26.360632414493544
40.7,-105.7,Colorado,2030,26.360632414493544
40.7,-106.6,Colorado,2030,26.360632414493544
40.7,-107.5,Colorado,2030,26.360632414493544
40.7,-108.4,Colorado,2030,26.360632414493544
37.1,-102.1,Colorado,2030,26.360632414493544
38.0,-102.1,Colorado,2030,26.360632414493544
39.8,-102.1,Colorado,2030,26.360632414493544
37.1,-103.9,Colorado,2030,26.360632414493544
37.1,-106.6,Colorado,2030,26.360632414493544
37.1,-103.0,Colorado,2031,19.785478880195797
37.1,-104.8,Colorado,2031,19.785478880195797
37.1,-105.7,Colorado,2031,19.785478880195797
37.1,-107.5,Colorado,2031,19.785478880195797
37.1,-108.4,Colorado,2031,19.785478880195797
38.0,-103.0,Colorado,2031,19.785478880195797
38.0,-103.9,Colorado,2031,19.785478880195797
38.0,-104.8,Colorado,2031,19.785478880195797
38.0,-105.7,Colorado,2031,19.785478880195797
38.0,-106.6,Colorado,2031,19.785478880195797
38.0,-107.5,Colorado,2031,19.785478880195797
38.0,-108.4,Colorado,2031,19.785478880195797
38.9,-102.1,Colorado,2031,19.785478880195797
38.9,-103.0,Colorado,2031,19.785478880195797
38.9,-103.9,Colorado,2031,19.785478880195797
38.9,-104.8,Colorado,2031,19.785478880195797
38.9,-105.7,Colorado,2031,19.785478880195797
38.9,-106.6,Colorado,2031,19.785478880195797
38.9,-107.5,Colorado,2031,19.785478880195797
38.9,-108.4,Colorado,2031,19.785478880195797
39.8,-103.0,Colorado,2031,19.785478880195797
39.8,-103.9,Colorado,2031,19.785478880195797
39.8,-104.8,Colorado,2031,19.785478880195797
39.8,-105.7,Colorado,2031,19.785478880195797
39.8,-106.6,Colorado,2031,19.785478880195797
39.8,-107.5,Colorado,2031,19.785478880195797
39.8,-108.4,Colorado,2031,19.785478880195797
40.7,-102.1,Colorado,2031,19.785478880195797
40.7,-103.0,Colorado,2031,19.785478880195797
40.7,-103.9,Colorado,2031,19.785478880195797
40.7,-104.8,Colorado,2031,19.785478880195797
40.7,-105.7,Colorado,2031,19.785478880195797
40.7,-106.6,Colorado,2031,19.785478880195797
40.7,-107.5,Colorado,2031,19.785478880195797
40.7,-108.4,Colorado,2031,19.785478880195797
37.1,-102.1,Colorado,2031,19.785478880195797
38.0,-102.1,Colorado,2031,19.785478880195797
39.8,-102.1,Colorado,2031,19.785478880195797
37.1,-103.9,Colorado,2031,19.785478880195797
37.1,-106.6,Colorado,2031,19.785478880195797
37.1,-103.0,Colorado,2032,16.480769792134204
37.1,-104.8,Colorado,2032,16.480769792134204
37.1,-105.7,Colorado,2032,16.480769792134204
37.1,-107.5,Colorado,2032,16.480769792134204
37.1,-108.4,Colorado,2032,16.480769792134204
38.0,-103.0,Colorado,2032,16.480769792134204
38.0,-103.9,Colorado,2032,16.480769792134204
38.0,-104.8,Colorado,2032,16.480769792134204
38.0,-105.7,Colorado,2032,16.480769792134204
38.0,-106.6,Colorado,2032,16.480769792134204
38.0,-107.5,Colorado,2032,16.480769792134204
38.0,-108.4,Colorado,2032,16.480769792134204
38.9,-102.1,Colorado,2032,16.480769792134204
38.9,-103.0,Colorado,2032,16.480769792134204
38.9,-103.9,Colorado,2032,16.480769792134204
38.9,-104.8,Colorado,2032,16.480769792134204
38.9,-105.7,Colorado,2032,16.480769792134204
38.9,-106.6,Colorado,2032,16.480769792134204
38.9,-107.5,Colorado,2032,16.480769792134204
38.9,-108.4,Colorado,2032,16.480769792134204
39.8,-103.0,Colorado,2032,16.480769792134204
39.8,-103.9,Colorado,2032,16.480769792134204
39.8,-104.8,Colorado,2032,16.480769792134204
39.8,-105.7,Colorado,2032,16.480769792134204
39.8,-106.6,Colorado,2032,16.480769792134204
39.8,-107.5,Colorado,2032,16.480769792134204
39.8,-108.4,Colorado,2032,16.480769792134204
40.7,-102.1,Colorado,2032,16.480769792134204
40.7,-103.0,Colorado,2032,16.480769792134204
40.7,-103.9,Colorado,2032,16.480769792134204
40.7,-104.8,Colorado,2032,16.480769792134204
40.7,-105.7,Colorado,2032,16.480769792134204
40.7,-106.6,Colorado,2032,16.480769792134204
40.7,-107.5,Colorado,2032,16.480769792134204
40.7,-108.4,Colorado,2032,16.480769792134204
37.1,-102.1,Colorado,2032,16.480769792134204
38.0,-102.1,Colorado,2032,16.480769792134204
39.8,-102.1,Colorado,2032,16.480769792134204
37.1,-103.9,Colorado,2032,16.480769792134204
37.1,-106.6,Colorado,2032,16.480769792134204
37.1,-103.0,Colorado,2033,16.170850477579954
37.1,-104.8,Colorado,2033,16.170850477579954
37.1,-105.7,Colorado,2033,16.170850477579954
37.1,-107.5,Colorado,2033,16.170850477579954
37.1,-108.4,Colorado,2033,16.170850477579954
38.0,-103.0,Colorado,2033,16.170850477579954
38.0,-103.9,Colorado,2033,16.170850477579954
38.0,-104.8,Colorado,2033,16.170850477579954
38.0,-105.7,Colorado,2033,16.170850477579954
38.0,-106.6,Colorado,2033,16.170850477579954
38.0,-107.5,Colorado,2033,16.170850477579954
38.0,-108.4,Colorado,2033,16.170850477579954
38.9,-102.1,Colorado,2033,16.170850477579954
38.9,-103.0,Colorado,2033,16.170850477579954
38.9,-103.9,Colorado,2033,16.170850477579954
38.9,-104.8,Colorado,2033,16.170850477579954
38.9,-105.7,Colorado,2033,16.170850477579954
38.9,-106.6,Colorado,2033,16.170850477579954
38.9,-107.5,Colorado,2033,16.170850477579954
38.9,-108.4,Colorado,2033,16.170850477579954
39.8,-103.0,Colorado,2033,16.170850477579954
39.8,-103.9,Colorado,2033,16.170850477579954
39.8,-104.8,Colorado,2033,16.170850477579954
39.8,-105.7,Colorado,2033,16.170850477579954
39.8,-106.6,Colorado,2033,16.170850477579954
39.8,-107.5,Colorado,2033,16.170850477579954
39.8,-108.4,Colorado,2033,16.170850477579954
40.7,-102.1,Colorado,2033,16.170850477579954
40.7,-103.0,Colorado,2033,16.170850477579954
40.7,-103.9,Colorado,2033,16.170850477579954
40.7,-104.8,Colorado,2033,16.170850477579954
40.7,-105.7,Colorado,2033,16.170850477579954
40.7,-106.6,Colorado,2033,16.170850477579954
40.7,-107.5,Colorado,2033,16.170850477579954
40.7,-108.4,Colorado,2033,16.170850477579954
37.1,-102.1,Colorado,2033,16.170850477579954
38.0,-102.1,Colorado,2033,16.170850477579954
39.8,-102.1,Colorado,2033,16.170850477579954
37.1,-103.9,Colorado,2033,16.170850477579954
37.1,-106.6,Colorado,2033,16.170850477579954
37.1,-103.0,Colorado,2034,17.110931163025704
37.1,-104.8,Colorado,2034,17.110931163025704
37.1,-105.7,Colorado,2034,17.110931163025704
37.1,-107.5,Colorado,2034,17.110931163025704
37.1,-108.4,Colorado,2034,17.110931163025704
38.0,-103.0,Colorado,2034,17.110931163025704
38.0,-103.9,Colorado,2034,17.110931163025704
38.0,-104.8,Colorado,2034,17.110931163025704
38.0,-105.7,Colorado,2034,17.110931163025704
38.0,-106.6,Colorado,2034,17.110931163025704
38.0,-107.5,Colorado,2034,17.110931163025704
38.0,-108.4,Colorado,2034,17.110931163025704
38.9,-102.1,Colorado,2034,17.110931163025704
38.9,-103.0,Colorado,2034,17.110931163025704
38.9,-103.9,Colorado,2034,17.110931163025704
38.9,-104.8,Colorado,2034,17.110931163025704
38.9,-105.7,Colorado,2034,17.110931163025704
38.9,-106.6,Colorado,2034,17.110931163025704
38.9,-107.5,Colorado,2034,17.110931163025704
38.9,-108.4,Colorado,2034,17.110931163025704
39.8,-103.0,Colorado,2034,17.110931163025704
39.8,-103.9,Colorado,2034,17.110931163025704
39.8,-104.8,Colorado,2034,17.110931163025704
39.8,-105.7,Colorado,2034,17.110931163025704
39.8,-106.6,Colorado,2034,17.110931163025704
39.8,-107.5,Colorado,2034,17.110931163025704
39.8,-108.4,Colorado,2034,17.110931163025704
40.7,-102.1,Colorado,2034,17.110931163025704
40.7,-103.0,Colorado,2034,17.110931163025704
40.7,-103.9,Colorado,2034,17.110931163025704
40.7,-104.8,Colorado,2034,17.110931163025704
40.7,-105.7,Colorado,2034,17.110931163025704
40.7,-106.6,Colorado,2034,17.110931163025704
40.7,-107.5,Colorado,2034,17.110931163025704
40.7,-108.4,Colorado,2034,17.110931163025704
37.1,-102.1,Colorado,2034,17.110931163025704
38.0,-102.1,Colorado,2034,17.110931163025704
39.8,-102.1,Colorado,2034,17.110931163025704
37.1,-103.9,Colorado,2034,17.110931163025704
37.1,-106.6,Colorado,2034,17.110931163025704
37.1,-103.0,Colorado,2035,18.830971505748582
37.1,-104.8,Colorado,2035,18.830971505748582
37.1,-105.7,Colorado,2035,18.830971505748582
37.1,-107.5,Colorado,2035,18.830971505748582
37.1,-108.4,Colorado,2035,18.830971505748582
38.0,-103.0,Colorado,2035,18.830971505748582
38.0,-103.9,Colorado,2035,18.830971505748582
38.0,-104.8,Colorado,2035,18.830971505748582
38.0,-105.7,Colorado,2035,18.830971505748582
38.0,-106.6,Colorado,2035,18.830971505748582
38.0,-107.5,Colorado,2035,18.830971505748582
38.0,-108.4,Colorado,2035,18.830971505748582
38.9,-102.1,Colorado,2035,18.830971505748582
38.9,-103.0,Colorado,2035,18.830971505748582
38.9,-103.9,Colorado,2035,18.830971505748582
38.9,-104.8,Colorado,2035,18.830971505748582
38.9,-105.7,Colorado,2035,18.830971505748582
38.9,-106.6,Colorado,2035,18.830971505748582
38.9,-107.5,Colorado,2035,18.830971505748582
38.9,-108.4,Colorado,2035,18.830971505748582
39.8,-103.0,Colorado,2035,18.830971505748582
39.8,-103.9,Colorado,2035,18.830971505748582
39.8,-104.8,Colorado,2035,18.830971505748582
39.8,-105.7,Colorado,2035,18.830971505748582
39.8,-106.6,Colorado,2035,18.830971505748582
39.8,-107.5,Colorado,2035,18.830971505748582
39.8,-108.4,Colorado,2035,18.830971505748582
40.7,-102.1,Colorado,2035,18.830971505748582
40.7,-103.0,Colorado,2035,18.830971505748582
40.7,-103.9,Colorado,2035,18.830971505748582
40.7,-104.8,Colorado,2035,18.830971505748582
40.7,-105.7,Colorado,2035,18.830971505748582
