lat,lon,pml_52,pml_60,pml_70,pml_77,ins_52,ins_60,ins_70,ins_77,risk_52,risk_60,risk_70,risk_77,gc_check
34.4,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.3,-116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
35.3,-117.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
35.3,-118.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
35.3,-119.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
35.3,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
35.3,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-117.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-118.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-119.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
36.2,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
36.2,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.1,-119.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
37.1,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
37.1,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
37.1,-121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.1,-122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,-119.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
38.0,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
38.0,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
38.0,-121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,-122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.9,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
38.9,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
38.9,-121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
38.9,-122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
38.9,-123.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.8,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
39.8,-121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
39.8,-122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
39.8,-123.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.8,-124.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.7,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
40.7,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
40.7,-121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
40.7,-122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
40.7,-123.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
40.7,-124.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
41.6,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
41.6,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
41.6,-121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
41.6,-122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
41.6,-123.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
41.6,-124.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
42.5,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.1,-103.0,0.08,0.04,0.01,0.0,0.609637,0.318801,0.047141,0.0,3.272704,1.840896,0.562496,0.204544,3.66282
37.1,-104.8,0.06,0.03,0.0,0.0,0.510561,0.246891,0.015181,0.0,1.227264,0.715904,0.25568,0.102272,2.83662
37.1,-105.7,0.0,0.0,0.0,0.0,0.010387,0.003995,0.0,0.0,0.25568,0.153408,0.051136,0.0,0.0459
37.1,-107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.1,-108.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
38.0,-103.0,0.1,0.05,0.01,0.0,0.771035,0.424269,0.093483,0.003196,5.36928,3.170432,1.124992,0.460224,4.87458
38.0,-103.9,0.09,0.05,0.01,0.0,0.739874,0.410686,0.08789,0.000799,4.039744,2.352256,0.869312,0.357952,4.71852
38.0,-104.8,0.08,0.04,0.01,0.0,0.59925,0.312409,0.043945,0.0,2.147712,1.227264,0.460224,0.204544,3.58938
38.0,-105.7,0.04,0.02,0.0,0.0,0.356354,0.159001,0.0,0.0,0.562496,0.357952,0.102272,0.051136,1.82682
38.0,-106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
38.0,-107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,-108.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
38.9,-102.1,0.11,0.06,0.01,0.0,0.87091,0.469013,0.112659,0.011186,6.238592,3.630656,1.329536,0.613632,5.38866
38.9,-103.0,0.1,0.06,0.01,0.0,0.812583,0.442646,0.101473,0.006392,6.596544,3.886336,1.431808,0.613632,5.08572
38.9,-103.9,0.1,0.06,0.01,0.0,0.818975,0.445842,0.103071,0.007191,6.034048,3.528384,1.2784,0.562496,5.12244
38.9,-104.8,0.09,0.05,0.01,0.0,0.714306,0.395505,0.080699,0.0,3.221568,1.840896,0.664768,0.306816,4.5441
38.9,-105.7,0.06,0.03,0.0,0.0,0.468214,0.216529,0.001598,0.0,0.869312,0.51136,0.204544,0.102272,2.48778
38.9,-106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
38.9,-107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
38.9,-108.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
39.8,-103.0,0.12,0.06,0.02,0.0,0.965192,0.510561,0.131036,0.018377,6.034048,3.528384,1.329536,0.613632,5.86602
39.8,-103.9,0.11,0.06,0.01,0.0,0.865317,0.466616,0.11186,0.010387,5.676096,3.272704,1.176128,0.51136,5.36112
39.8,-104.8,0.09,0.05,0.01,0.0,0.754256,0.417078,0.090287,0.002397,3.528384,1.994304,0.715904,0.306816,4.79196
39.8,-105.7,0.06,0.03,0.0,0.0,0.496978,0.237303,0.011186,0.0,1.073856,0.613632,0.204544,0.102272,2.72646
39.8,-106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153408,0.102272,0.051136,0.0,0.0
39.8,-107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
39.8,-108.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
39.8,-109.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
40.7,-102.1,0.12,0.06,0.02,0.0,0.924443,0.492983,0.123046,0.015181,7.363584,4.295424,1.53408,0.715904,5.66406
40.7,-103.0,0.12,0.06,0.02,0.0,0.931634,0.496179,0.124644,0.01598,5.727232,3.32384,1.176128,0.562496,5.70078
40.7,-103.9,0.11,0.06,0.01,0.0,0.850136,0.459425,0.108664,0.009588,4.551104,2.659072,0.971584,0.409088,5.2785
40.7,-104.8,0.09,0.05,0.01,0.0,0.67915,0.369937,0.069513,0.0,2.81248,1.585216,0.562496,0.25568,4.25034
40.7,-105.7,0.05,0.02,0.0,0.0,0.389912,0.17578,0.0,0.0,0.869312,0.460224,0.153408,0.051136,2.0196
40.7,-106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
40.7,-107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.051136,0.0,0.0,0.0
40.7,-108.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051136,0.0,0.0,0.0,0.0
41.6,-72.4,0.02,0.01,0.0,0.0,0.136629,0.056729,0.0,0.0,0.51136,0.25568,0.051136,0.0,0.65178
41.6,-73.3,0.03,0.01,0.0,0.0,0.254881,0.107865,0.0,0.0,0.971584,0.460224,0.102272,0.051136,1.2393
38.9,-75.1,0.02,0.01,0.0,0.0,0.164594,0.067915,0.0,0.0,0.562496,0.25568,0.051136,0.0,0.7803
24.5,-79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
24.5,-80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153408,0.102272,0.051136,0.0,0.0
24.5,-81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
24.5,-82.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
25.4,-80.5,0.03,0.01,0.0,0.0,0.230112,0.095081,0.0,0.0,0.51136,0.25568,0.102272,0.051136,1.09242
25.4,-81.4,0.01,0.0,0.0,0.0,0.080699,0.033558,0.0,0.0,0.357952,0.204544,0.051136,0.0,0.38556
25.4,-82.3,0.0,0.0,0.0,0.0,0.026367,0.010387,0.0,0.0,0.204544,0.153408,0.051136,0.0,0.11934
26.3,-79.6,0.02,0.01,0.0,0.0,0.198152,0.082297,0.0,0.0,0.460224,0.25568,0.051136,0.051136,0.94554
26.3,-80.5,0.04,0.02,0.0,0.0,0.314007,0.137428,0.0,0.0,0.971584,0.51136,0.153408,0.051136,1.57896
26.3,-81.4,0.04,0.02,0.0,0.0,0.301223,0.131036,0.0,0.0,0.869312,0.460224,0.153408,0.051136,1.50552
26.3,-82.3,0.03,0.01,0.0,0.0,0.243695,0.102272,0.0,0.0,0.562496,0.306816,0.102272,0.051136,1.17504
26.3,-83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102272,0.051136,0.0,0.0,0.0
27.2,-79.6,0.03,0.01,0.0,0.0,0.204544,0.084694,0.0,0.0,0.460224,0.25568,0.102272,0.051136,0.97308
27.2,-80.5,0.04,0.02,0.0,0.0,0.337977,0.149413,0.0,0.0,0.869312,0.51136,0.153408,0.051136,1.71666
27.2,-81.4,0.04,0.02,0.0,0.0,0.347565,0.154207,0.0,0.0,1.02272,0.562496,0.153408,0.051136,1.77174
27.2,-82.3,0.03,0.01,0.0,0.0,0.24769,0.10387,0.0,0.0,0.562496,0.306816,0.102272,0.051136,1.1934
27.2,-83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153408,0.102272,0.051136,0.0,0.0
28.1,-79.6,0.01,0.0,0.0,0.0,0.04794,0.019975,0.0,0.0,0.25568,0.153408,0.051136,0.0,0.2295
28.1,-80.5,0.03,0.01,0.0,0.0,0.249288,0.104669,0.0,0.0,0.76704,0.409088,0.102272,0.051136,1.20258
28.1,-81.4,0.05,0.02,0.0,0.0,0.405093,0.18377,0.0,0.0,1.2784,0.664768,0.204544,0.051136,2.1114
28.1,-82.3,0.03,0.01,0.0,0.0,0.220524,0.091086,0.0,0.0,0.715904,0.357952,0.102272,0.051136,1.04652
28.1,-83.2,0.0,0.0,0.0,0.0,0.001598,0.000799,0.0,0.0,0.25568,0.153408,0.051136,0.0,0.00918
29.0,-80.5,0.03,0.01,0.0,0.0,0.208539,0.086292,0.0,0.0,0.818176,0.409088,0.102272,0.0,0.99144
29.0,-81.4,0.04,0.02,0.0,0.0,0.345168,0.153408,0.0,0.0,1.431808,0.76704,0.204544,0.051136,1.76256
29.0,-82.3,0.04,0.02,0.0,0.0,0.30362,0.131835,0.0,0.0,1.02272,0.562496,0.153408,0.051136,1.5147
29.0,-83.2,0.01,0.0,0.0,0.0,0.08789,0.035955,0.0,0.0,0.460224,0.204544,0.051136,0.0,0.4131
29.0,-84.1,0.02,0.01,0.0,0.0,0.123046,0.051136,0.0,0.0,0.409088,0.204544,0.051136,0.0,0.58752
29.0,-85.0,0.02,0.01,0.0,0.0,0.128639,0.052734,0.0,0.0,0.357952,0.204544,0.051136,0.0,0.60588
29.0,-85.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204544,0.102272,0.051136,0.0,0.0
29.9,-80.5,0.04,0.02,0.0,0.0,0.298826,0.129438,0.0,0.0,0.869312,0.460224,0.102272,0.051136,1.48716
29.9,-81.4,0.05,0.02,0.0,0.0,0.413882,0.187765,0.0,0.0,1.329536,0.664768,0.204544,0.051136,2.1573
29.9,-82.3,0.06,0.03,0.0,0.0,0.512958,0.249288,0.01598,0.0,1.585216,0.818176,0.25568,0.102272,2.86416
29.9,-83.2,0.05,0.02,0.0,0.0,0.433857,0.198152,0.0,0.0,1.227264,0.664768,0.204544,0.051136,2.27664
29.9,-84.1,0.03,0.01,0.0,0.0,0.272459,0.116654,0.0,0.0,0.920448,0.460224,0.153408,0.051136,1.34028
29.9,-85.0,0.03,0.01,0.0,0.0,0.260474,0.110262,0.0,0.0,0.715904,0.357952,0.102272,0.051136,1.26684
29.9,-85.9,0.03,0.01,0.0,0.0,0.251685,0.105468,0.0,0.0,0.613632,0.306816,0.102272,0.051136,1.21176
29.9,-86.8,0.03,0.01,0.0,0.0,0.2397,0.099875,0.0,0.0,0.51136,0.25568,0.102272,0.051136,1.1475
30.8,-81.4,0.06,0.03,0.0,0.0,0.497777,0.237303,0.011186,0.0,1.687488,0.920448,0.25568,0.102272,2.72646
30.8,-85.0,0.06,0.03,0.0,0.0,0.492184,0.234107,0.009588,0.0,1.482944,0.818176,0.25568,0.102272,2.68974
30.8,-85.9,0.06,0.03,0.0,0.0,0.49538,0.235705,0.010387,0.0,1.329536,0.715904,0.25568,0.102272,2.7081
30.8,-86.8,0.06,0.03,0.0,0.0,0.488988,0.23171,0.00799,0.0,1.380672,0.76704,0.25568,0.102272,2.6622
30.8,-80.5,0.05,0.02,0.0,0.0,0.393907,0.178177,0.0,0.0,0.971584,0.51136,0.153408,0.051136,2.04714
