lat,lon,pml_52,pml_60,pml_70,pml_77,ins_52,ins_60,ins_70,ins_77,risk_52,risk_60,risk_70,risk_77,gc_check
43.4,-68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153408,0.153408,0.051136,0.051136,0.0
43.4,-69.7,0.07,0.05,0.02,0.01,0.596054,0.436254,0.125443,0.042347,0.613632,0.460224,0.25568,0.153408,5.01228
43.4,-70.6,0.11,0.08,0.03,0.01,0.853332,0.633607,0.218926,0.094282,1.2784,0.920448,0.51136,0.306816,7.27974
44.3,-67.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153408,0.153408,0.051136,0.051136,0.0
44.3,-68.8,0.04,0.03,0.01,0.0,0.350761,0.235705,0.047141,0.0,0.357952,0.25568,0.153408,0.102272,2.7081
44.3,-69.7,0.07,0.05,0.01,0.0,0.569687,0.413083,0.116654,0.036754,0.562496,0.409088,0.25568,0.153408,4.74606
44.3,-70.6,0.09,0.07,0.02,0.01,0.70312,0.524943,0.162197,0.066317,0.76704,0.562496,0.306816,0.204544,6.03126
45.2,-67.9,0.05,0.03,0.01,0.0,0.401897,0.269263,0.061523,0.0,0.409088,0.306816,0.153408,0.102272,3.09366
45.2,-68.8,0.06,0.05,0.01,0.0,0.509762,0.361148,0.096679,0.022372,0.460224,0.357952,0.204544,0.102272,4.14936
45.2,-69.7,0.06,0.04,0.01,0.0,0.48739,0.341173,0.089488,0.017578,0.409088,0.306816,0.204544,0.102272,3.91986
45.2,-70.6,0.04,0.03,0.01,0.0,0.33558,0.226117,0.042347,0.0,0.357952,0.25568,0.153408,0.102272,2.59794
46.1,-67.9,0.02,0.02,0.0,0.0,0.198951,0.137428,0.003196,0.0,0.25568,0.204544,0.102272,0.051136,1.57896
46.1,-68.8,0.02,0.02,0.0,0.0,0.180574,0.123845,0.0,0.0,0.25568,0.204544,0.102272,0.051136,1.4229
46.1,-69.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204544,0.153408,0.102272,0.051136,0.0
47.0,-67.9,0.01,0.0,0.0,0.0,0.044744,0.022372,0.0,0.0,0.204544,0.153408,0.102272,0.051136,0.25704
47.0,-68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153408,0.102272,0.051136,0.051136,0.0
42.5,-83.2,0.14,0.1,0.04,0.02,1.099424,0.811784,0.31161,0.139825,3.374976,2.454528,1.2784,0.76704,9.32688
42.5,-84.1,0.17,0.13,0.05,0.03,1.38227,1.017127,0.41548,0.202147,4.448832,3.272704,1.687488,1.02272,11.68614
42.5,-85.0,0.19,0.14,0.06,0.03,1.505316,1.105816,0.459425,0.235705,4.704512,3.426112,1.840896,1.124992,12.70512
42.5,-85.9,0.2,0.15,0.06,0.03,1.637151,1.201696,0.506566,0.270861,4.960192,3.630656,1.943168,1.176128,13.80672
42.5,-86.8,0.22,0.16,0.07,0.04,1.780971,1.31036,0.564893,0.310811,5.778368,4.295424,2.30112,1.431808,15.0552
43.4,-82.3,0.08,0.06,0.02,0.01,0.609637,0.448239,0.129438,0.046342,1.585216,1.124992,0.562496,0.357952,5.14998
43.4,-83.2,0.11,0.08,0.03,0.01,0.905267,0.67116,0.238102,0.10387,2.914752,2.096576,1.073856,0.664768,7.7112
43.4,-84.1,0.16,0.12,0.05,0.02,1.290385,0.950011,0.382721,0.177378,3.630656,2.659072,1.380672,0.818176,10.91502
43.4,-85.0,0.16,0.12,0.05,0.02,1.300772,0.958001,0.386716,0.180574,3.630656,2.659072,1.380672,0.818176,11.00682
43.4,-85.9,0.16,0.12,0.05,0.02,1.273606,0.938026,0.377128,0.173383,3.8352,2.761344,1.431808,0.869312,10.77732
43.4,-86.8,0.18,0.13,0.06,0.03,1.449386,1.065067,0.43945,0.220524,4.499968,3.32384,1.78976,1.073856,12.23694
44.3,-82.3,0.09,0.07,0.02,0.01,0.75106,0.5593,0.179775,0.075106,1.585216,1.124992,0.613632,0.357952,6.426
44.3,-83.2,0.14,0.11,0.04,0.02,1.155354,0.852533,0.332384,0.150212,2.761344,2.04544,1.073856,0.664768,9.79506
44.3,-84.1,0.15,0.11,0.04,0.02,1.167339,0.861322,0.337178,0.152609,3.170432,2.352256,1.227264,0.76704,9.89604
44.3,-85.0,0.13,0.1,0.04,0.02,1.058675,0.78302,0.29563,0.132634,2.863616,2.096576,1.124992,0.664768,8.9964
44.3,-85.9,0.15,0.11,0.04,0.02,1.161746,0.857327,0.334781,0.15181,3.119296,2.30112,1.227264,0.715904,9.85014
44.3,-86.8,0.17,0.12,0.05,0.02,1.343119,0.988363,0.401897,0.19176,4.448832,3.272704,1.738624,1.073856,11.35566
45.2,-83.2,0.13,0.09,0.04,0.02,1.015529,0.75106,0.27965,0.124644,1.53408,1.124992,0.613632,0.409088,8.6292
45.2,-84.1,0.12,0.09,0.03,0.01,0.922845,0.683944,0.245293,0.107066,1.687488,1.227264,0.664768,0.409088,7.85808
45.2,-85.0,0.08,0.06,0.02,0.01,0.667964,0.499375,0.148614,0.059925,1.482944,1.073856,0.562496,0.357952,5.7375
45.2,-85.9,0.11,0.08,0.03,0.01,0.914056,0.677552,0.241298,0.105468,1.994304,1.482944,0.76704,0.460224,7.78464
45.2,-86.8,0.17,0.12,0.05,0.02,1.319149,0.971584,0.393108,0.185368,3.477248,2.5568,1.380672,0.869312,11.16288
46.1,-84.1,0.05,0.04,0.01,0.0,0.428264,0.289238,0.069513,0.003196,0.562496,0.409088,0.204544,0.102272,3.32316
46.1,-85.0,0.06,0.04,0.01,0.0,0.489787,0.34357,0.090287,0.017578,0.76704,0.562496,0.306816,0.153408,3.9474
46.1,-85.9,0.09,0.07,0.02,0.01,0.741472,0.552908,0.176579,0.073508,1.585216,1.176128,0.613632,0.357952,6.35256
46.1,-86.8,0.16,0.12,0.05,0.02,1.27041,0.936428,0.37553,0.172584,2.761344,2.04544,1.073856,0.664768,10.75896
46.1,-87.7,0.18,0.13,0.05,0.03,1.403843,1.032308,0.42347,0.208539,3.374976,2.505664,1.380672,0.818176,11.86056
46.1,-88.6,0.19,0.14,0.06,0.03,1.512507,1.111409,0.462621,0.237303,3.630656,2.710208,1.482944,0.920448,12.76938
47.0,-85.0,0.06,0.04,0.01,0.0,0.466616,0.322796,0.082297,0.011985,0.562496,0.409088,0.204544,0.153408,3.70872
47.0,-85.9,0.09,0.07,0.02,0.01,0.740673,0.552109,0.17578,0.073508,1.176128,0.869312,0.460224,0.306816,6.34338
47.0,-86.8,0.11,0.08,0.03,0.01,0.88689,0.658376,0.23171,0.100674,1.53408,1.124992,0.613632,0.357952,7.56432
47.0,-87.7,0.11,0.08,0.03,0.01,0.876503,0.650386,0.226916,0.098277,1.585216,1.176128,0.613632,0.357952,7.47252
47.0,-88.6,0.13,0.09,0.03,0.02,1.010735,0.747864,0.278052,0.123845,1.892032,1.431808,0.76704,0.460224,8.59248
47.0,-89.5,0.12,0.09,0.03,0.01,0.92684,0.68714,0.246092,0.107865,2.352256,1.738624,0.920448,0.562496,7.8948
47.9,-87.7,0.06,0.04,0.01,0.0,0.469013,0.325193,0.083096,0.012784,0.409088,0.306816,0.153408,0.102272,3.73626
47.9,-88.6,0.07,0.05,0.01,0.0,0.562496,0.406691,0.114257,0.035156,0.613632,0.460224,0.25568,0.153408,4.67262
43.4,-94.0,0.23,0.17,0.08,0.04,1.843293,1.368687,0.605642,0.331585,8.897664,6.64768,3.57952,2.249984,15.72534
44.3,-92.2,0.28,0.22,0.11,0.06,2.226813,1.718649,0.850136,0.457827,9.818112,7.41472,4.142016,2.607936,19.74618
44.3,-93.1,0.27,0.21,0.1,0.05,2.156501,1.659523,0.808588,0.435455,10.636288,8.028352,4.448832,2.761344,19.06686
44.3,-94.0,0.25,0.19,0.09,0.05,2.011882,1.524492,0.714306,0.387515,9.102208,6.852224,3.784064,2.403392,17.51544
44.3,-94.9,0.24,0.18,0.08,0.05,1.94956,1.466964,0.674356,0.366741,7.005632,5.267008,2.965888,1.892032,16.85448
44.3,-95.8,0.23,0.17,0.08,0.04,1.86966,1.392657,0.622421,0.340374,6.698816,5.062464,2.81248,1.738624,16.00074
45.2,-93.1,0.28,0.22,0.11,0.06,2.232406,1.721845,0.852533,0.459425,11.965824,9.051072,5.011328,3.170432,19.7829
45.2,-94.0,0.28,0.22,0.11,0.06,2.268361,1.740222,0.866116,0.469013,10.431744,7.92608,4.448832,2.863616,19.99404
45.2,-94.9,0.26,0.2,0.09,0.05,2.0774,1.586015,0.757452,0.409887,7.772672,5.931776,3.32384,2.147712,18.2223
45.2,-95.8,0.23,0.17,0.08,0.04,1.842494,1.367089,0.604843,0.331585,7.056768,5.318144,2.914752,1.840896,15.70698
46.1,-93.1,0.25,0.19,0.09,0.05,1.969535,1.485341,0.68714,0.373932,6.801088,5.164736,2.914752,1.840896,17.06562
46.1,-94.0,0.25,0.19,0.09,0.05,1.969535,1.48614,0.68714,0.373932,7.15904,5.420416,3.06816,1.943168,17.0748
46.1,-94.9,0.24,0.18,0.08,0.04,1.904816,1.425416,0.644793,0.352359,6.64768,5.011328,2.761344,1.738624,16.37712
46.1,-95.8,0.21,0.16,0.07,0.04,1.70986,1.253631,0.532933,0.290836,6.034048,4.551104,2.454528,1.53408,14.40342
47.0,-91.3,0.14,0.1,0.04,0.02,1.113806,0.822171,0.316404,0.142222,2.147712,1.585216,0.869312,0.51136,9.44622
47.0,-92.2,0.17,0.12,0.05,0.02,1.347114,0.991559,0.402696,0.192559,2.454528,1.840896,0.971584,0.613632,11.39238
47.0,-93.1,0.19,0.14,0.06,0.03,1.523693,1.119399,0.465817,0.240499,3.06816,2.30112,1.2784,0.818176,12.86118
47.0,-94.0,0.2,0.15,0.06,0.03,1.598,1.173731,0.492983,0.260474,3.988608,2.965888,1.636352,1.02272,13.48542
47.0,-94.9,0.2,0.14,0.06,0.03,1.572432,1.154555,0.483395,0.253283,4.448832,3.32384,1.78976,1.124992,13.2651
47.0,-95.8,0.2,0.14,0.06,0.03,1.560447,1.146565,0.4794,0.250087,4.448832,3.32384,1.78976,1.124992,13.1733
47.0,-96.7,0.22,0.16,0.07,0.04,1.762594,1.293581,0.552908,0.305218,4.960192,3.681792,1.994304,1.2784,14.86242
47.9,-90.4,0.08,0.06,0.02,0.01,0.613632,0.452234,0.131036,0.047141,0.971584,0.715904,0.357952,0.204544,5.19588
47.9,-91.3,0.09,0.07,0.02,0.01,0.747065,0.556903,0.178976,0.074307,1.227264,0.920448,0.460224,0.306816,6.39846
47.9,-92.2,0.1,0.08,0.03,0.01,0.822171,0.611235,0.206941,0.088689,1.585216,1.176128,0.613632,0.357952,7.0227
47.9,-93.1,0.1,0.07,0.02,0.01,0.790211,0.588064,0.194956,0.082297,1.687488,1.227264,0.664768,0.409088,6.75648
47.9,-94.0,0.11,0.08,0.03,0.01,0.862121,0.639999,0.222122,0.09588,2.04544,1.482944,0.76704,0.460224,7.35318
47.9,-94.9,0.13,0.1,0.04,0.02,1.034705,0.765442,0.286841,0.12784,2.352256,1.738624,0.920448,0.562496,8.79444
47.9,-95.8,0.17,0.12,0.05,0.02,1.335129,0.98277,0.398701,0.189363,2.81248,2.096576,1.124992,0.715904,11.2914
47.9,-96.7,0.19,0.14,0.06,0.03,1.554854,1.141771,0.477003,0.248489,3.57952,2.659072,1.431808,0.920448,13.11822
48.8,-94.0,0.06,0.04,0.01,0.0,0.484993,0.338776,0.088689,0.016779,0.664768,0.460224,0.25568,0.153408,3.89232
48.8,-94.9,0.07,0.05,0.02,0.01,0.592858,0.433857,0.123845,0.042347,0.971584,0.715904,0.409088,0.25568,4.98474
48.8,-95.8,0.11,0.08,0.03,0.01,0.849337,0.630411,0.217328,0.093483,1.687488,1.2784,0.664768,0.409088,7.24302
48.8,-96.7,0.14,0.11,0.04,0.02,1.140173,0.841347,0.326791,0.147815,2.352256,1.78976,0.971584,0.613632,9.66654
37.1,-89.5,0.23,0.17,0.07,0.04,1.823318,1.349511,0.592059,0.325193,10.431744,7.6704,4.039744,2.505664,15.50502
37.1,-90.4,0.23,0.17,0.08,0.04,1.872057,1.395054,0.624019,0.341173,11.403328,8.43744,4.499968,2.81248,16.02828
37.1,-91.3,0.24,0.18,0.08,0.04,1.903218,1.423818,0.643994,0.35156,10.99424,8.18176,4.397696,2.761344,16.35876
37.1,-92.2,0.26,0.2,0.09,0.05,2.048636,1.559648,0.739075,0.400299,10.329472,7.721536,4.193152,2.607936,17.91936
37.1,-93.1,0.26,0.2,0.1,0.05,2.079797,1.588412,0.75905,0.409887,11.659008,8.69312,4.704512,2.914752,18.24984
37.1,-94.0,0.28,0.21,0.11,0.06,2.210833,1.70986,0.844543,0.453832,14.420352,10.73856,5.88064,3.681792,19.6452
38.0,-90.4,0.25,0.19,0.09,0.05,2.000696,1.514904,0.707115,0.38352,14.522624,10.73856,5.778368,3.57952,17.40528
38.0,-91.3,0.28,0.21,0.11,0.06,2.212431,1.710659,0.844543,0.453832,13.602176,10.176064,5.522688,3.477248,19.65438
38.0,-92.2,0.28,0.21,0.11,0.06,2.211632,1.710659,0.844543,0.453832,12.681728,9.46016,5.164736,3.221568,19.65438
38.0,-93.1,0.27,0.21,0.1,0.05,2.144516,1.648337,0.800598,0.43146,11.914688,8.897664,4.85792,3.017024,18.93834
38.0,-94.0,0.28,0.22,0.11,0.06,2.241994,1.726639,0.856528,0.461822,13.755584,10.380608,5.727232,3.57952,19.83798
38.9,-90.4,0.27,0.21,0.1,0.05,2.160496,1.663518,0.811784,0.437053,15.187392,11.301056,6.085184,3.784064,19.11276
38.9,-91.3,0.27,0.21,0.1,0.05,2.163692,1.665915,0.813382,0.437852,13.960128,10.380608,5.676096,3.528384,19.1403
38.9,-92.2,0.27,0.21,0.1,0.05,2.134928,1.639548,0.795005,0.428264,12.477184,9.306752,5.1136,3.221568,18.83736
38.9,-93.1,0.26,0.2,0.1,0.05,2.081395,1.589211,0.759849,0.410686,12.068096,9.051072,4.960192,3.119296,18.25902
38.9,-94.0,0.28,0.22,0.11,0.06,2.231607,1.721046,0.851734,0.459425,14.676032,11.045376,6.034048,3.784064,19.77372
39.8,-92.2,0.23,0.17,0.07,0.04,1.815328,1.34232,0.587265,0.322796,8.897664,6.698816,3.630656,2.30112,15.4224
39.8,-93.1,0.26,0.2,0.09,0.05,2.063817,1.573231,0.748663,0.405093,10.380608,7.823808,4.34656,2.761344,18.07542
39.8,-94.0,0.28,0.22,0.11,0.06,2.255577,1.73383,0.861322,0.465817,15.08512,11.403328,6.289728,3.937472,19.9206
29.9,-88.6,0.19,0.14,0.06,0.03,1.507713,1.107414,0.460224,0.235705,1.892032,1.431808,0.818176,0.562496,12.72348
29.9,-89.5,0.22,0.16,0.07,0.04,1.764991,1.295179,0.554506,0.306017,2.710208,2.04544,1.176128,0.76704,14.88078
30.8,-88.6,0.19,0.14,0.06,0.03,1.5181,1.115404,0.464219,0.238901,3.119296,2.352256,1.329536,0.818176,12.81528
30.8,-89.5,0.22,0.17,0.07,0.04,1.78976,1.31835,0.570486,0.314007,3.8352,2.914752,1.636352,1.02272,15.147
31.7,-88.6,0.23,0.17,0.07,0.04,1.800147,1.327938,0.576878,0.317203,6.749952,5.062464,2.761344,1.738624,15.25716
31.7,-89.5,0.23,0.17,0.08,0.04,1.868861,1.391858,0.621622,0.340374,6.340864,4.755648,2.659072,1.636352,15.99156
31.7,-90.4,0.23,0.17,0.08,0.04,1.842494,1.367888,0.604843,0.331585,6.443136,4.85792,2.710208,1.687488,15.71616
31.7,-91.3,0.23,0.17,0.07,0.04,1.824117,1.35031,0.592858,0.325193,6.954496,5.267008,2.914752,1.840896,15.5142
32.6,-88.6,0.24,0.18,0.08,0.04,1.881645,1.403843,0.629612,0.344369,8.9488,6.698816,3.681792,2.30112,16.12926
32.6,-89.5,0.23,0.17,0.08,0.04,1.864866,1.388662,0.619225,0.338776,7.92608,5.931776,3.221568,1.994304,15.95484
32.6,-90.4,0.23,0.17,0.08,0.04,1.857675,1.38227,0.614431,0.336379,7.210176,5.420416,2.965888,1.840896,15.8814
33.5,-88.6,0.24,0.18,0.08,0.05,1.934379,1.453381,0.664768,0.361947,9.613568,7.15904,3.886336,2.403392,16.69842
33.5,-89.5,0.26,0.2,0.09,0.05,2.055028,1.565241,0.74307,0.401897,8.795392,6.64768,3.630656,2.30112,17.98362
33.5,-90.4,0.25,0.19,0.09,0.05,2.019073,1.532482,0.719899,0.389912,9.818112,7.41472,4.039744,2.5568,17.60724
34.4,-88.6,0.24,0.18,0.08,0.05,1.947163,1.464567,0.672758,0.365942,10.636288,7.874944,4.244288,2.659072,16.82694
34.4,-89.5,0.25,0.19,0.09,0.05,1.999098,1.513306,0.706316,0.38352,9.46016,7.056768,3.8352,2.403392,17.38692
34.4,-90.4,0.24,0.18,0.08,0.05,1.932781,1.451783,0.66317,0.361148,9.71584,7.261312,3.886336,2.454528,16.68006
44.3,-110.2,0.01,0.01,0.0,0.0,0.095081,0.053533,0.0,0.0,0.153408,0.102272,0.051136,0.051136,0.61506
44.3,-111.1,0.02,0.01,0.0,0.0,0.1598,0.107066,0.0,0.0,0.204544,0.153408,0.051136,0.051136,1.23012
45.2,-104.8,0.25,0.19,0.09,0.05,1.976726,1.492532,0.691934,0.376329,3.732928,2.914752,1.687488,1.124992,17.14824
45.2,-105.7,0.21,0.16,0.07,0.04,1.715453,1.258425,0.534531,0.291635,4.448832,3.374976,1.840896,1.176128,14.4585
45.2,-106.6,0.23,0.17,0.07,0.04,1.810534,1.337526,0.584069,0.320399,5.88064,4.448832,2.454528,1.53408,15.36732
45.2,-107.5,0.23,0.17,0.07,0.04,1.811333,1.338325,0.584069,0.321198,5.267008,3.988608,2.198848,1.380672,15.3765
45.2,-109.3,0.12,0.09,0.03,0.01,0.985966,0.730286,0.268464,0.119051,1.943168,1.431808,0.76704,0.460224,8.39052
45.2,-110.2,0.09,0.06,0.02,0.01,0.690336,0.515355,0.157403,0.06392,0.920448,0.664768,0.357952,0.204544,5.9211
45.2,-111.1,0.05,0.04,0.01,0.0,0.433857,0.294032,0.07191,0.004794,0.409088,0.306816,0.153408,0.102272,3.37824
45.2,-112.0,0.05,0.04,0.01,0.0,0.420274,0.282846,0.067116,0.001598,0.409088,0.306816,0.153408,0.102272,3.24972
45.2,-112.9,0.05,0.03,0.01,0.0,0.413882,0.277253,0.065518,0.0,0.409088,0.306816,0.153408,0.102272,3.18546
46.1,-103.9,0.22,0.16,0.07,0.04,1.740222,1.276003,0.544119,0.298826,3.017024,2.30112,1.329536,0.869312,14.66046
46.1,-104.8,0.17,0.12,0.05,0.02,1.327938,0.977177,0.396304,0.187765,2.81248,2.096576,1.176128,0.715904,11.22714
46.1,-105.7,0.2,0.15,0.06,0.03,1.605191,1.178525,0.49538,0.262072,5.36928,4.039744,2.198848,1.380672,13.5405
46.1,-106.6,0.23,0.17,0.08,0.04,1.873655,1.396652,0.624818,0.341972,7.823808,5.88064,3.272704,2.04544,16.04664
46.1,-107.5,0.24,0.18,0.08,0.05,1.948761,1.466964,0.674356,0.366741,7.721536,5.829504,3.221568,2.04544,16.85448
46.1,-108.4,0.23,0.17,0.08,0.04,1.834504,1.359898,0.59925,0.328389,6.340864,4.755648,2.607936,1.636352,15.62436
46.1,-109.3,0.19,0.14,0.06,0.03,1.540472,1.131384,0.472209,0.244494,4.60224,3.426112,1.840896,1.176128,12.99888
46.1,-110.2,0.17,0.12,0.05,0.02,1.31835,0.970785,0.393108,0.185368,2.5568,1.943168,1.073856,0.664768,11.1537
46.1,-111.1,0.1,0.08,0.03,0.01,0.820573,0.609637,0.206142,0.08789,1.380672,1.02272,0.562496,0.357952,7.00434
46.1,-112.0,0.08,0.06,0.02,0.01,0.628014,0.464219,0.13583,0.050337,1.073856,0.76704,0.409088,0.25568,5.33358
46.1,-112.9,0.08,0.06,0.02,0.01,0.619225,0.456229,0.132634,0.04794,0.920448,0.664768,0.357952,0.204544,5.24178
46.1,-113.8,0.07,0.05,0.01,0.0,0.528938,0.377128,0.103071,0.027166,0.664768,0.460224,0.25568,0.153408,4.33296
46.1,-114.7,0.05,0.04,0.01,0.0,0.424269,0.286042,0.068714,0.002397,0.409088,0.306816,0.153408,0.102272,3.28644
47.0,-104.8,0.22,0.16,0.07,0.04,1.77378,1.303968,0.560099,0.308414,5.573824,4.193152,2.30112,1.431808,14.98176
47.0,-105.7,0.25,0.19,0.09,0.05,1.977525,1.493331,0.692733,0.376329,7.516992,5.676096,3.170432,1.994304,17.15742
47.0,-106.6,0.26,0.2,0.09,0.05,2.058224,1.568437,0.745467,0.403495,8.846528,6.698816,3.784064,2.403392,18.02034
47.0,-107.5,0.25,0.19,0.09,0.05,1.975927,1.491733,0.691135,0.37553,8.897664,6.749952,3.784064,2.403392,17.13906
47.0,-108.4,0.24,0.18,0.08,0.04,1.879248,1.401446,0.628813,0.34357,7.6704,5.829504,3.221568,2.04544,16.10172
47.0,-109.3,0.21,0.16,0.07,0.04,1.711458,1.255229,0.533732,0.290836,5.420416,4.09088,2.249984,1.431808,14.42178
47.0,-110.2,0.19,0.14,0.06,0.03,1.538874,1.130585,0.47141,0.244494,3.528384,2.659072,1.482944,0.920448,12.9897
47.0,-111.1,0.17,0.12,0.05,0.02,1.35031,0.993956,0.404294,0.194157,2.505664,1.892032,1.02272,0.664768,11.41992
47.0,-112.0,0.13,0.1,0.04,0.02,1.053881,0.779025,0.294032,0.131036,1.738624,1.2784,0.715904,0.409088,8.9505
47.0,-112.9,0.12,0.09,0.03,0.01,0.93483,0.692733,0.249288,0.109463,1.2784,0.971584,0.51136,0.306816,7.95906
47.0,-113.8,0.09,0.07,0.02,0.01,0.739075,0.55131,0.17578,0.072709,0.920448,0.664768,0.357952,0.204544,6.3342
47.0,-114.7,0.07,0.05,0.01,0.0,0.521747,0.371535,0.100674,0.025568,0.562496,0.409088,0.204544,0.153408,4.2687
47.9,-103.9,0.2,0.14,0.06,0.03,1.575628,1.156952,0.484993,0.254082,5.727232,4.295424,2.352256,1.482944,13.29264
47.9,-104.8,0.24,0.18,0.08,0.04,1.888037,1.410235,0.634406,0.346766,6.443136,4.909056,2.761344,1.738624,16.2027
47.9,-105.7,0.25,0.19,0.09,0.05,2.000696,1.514904,0.707914,0.384319,6.801088,5.215872,2.965888,1.892032,17.40528
47.9,-106.6,0.24,0.18,0.08,0.04,1.9176,1.437401,0.653582,0.356354,6.954496,5.318144,3.017024,1.892032,16.51482
47.9,-107.5,0.23,0.17,0.08,0.04,1.850484,1.375079,0.609637,0.333982,5.88064,4.448832,2.505664,1.585216,15.79878
47.9,-108.4,0.22,0.17,0.07,0.04,1.795353,1.323144,0.573682,0.315605,4.960192,3.732928,2.096576,1.329536,15.20208
47.9,-109.3,0.19,0.14,0.06,0.03,1.549261,1.137776,0.475405,0.24769,3.681792,2.761344,1.53408,0.971584,13.07232
47.9,-110.2,0.19,0.14,0.06,0.03,1.482944,1.089836,0.451435,0.229313,2.607936,1.994304,1.124992,0.715904,12.52152
47.9,-111.1,0.2,0.15,0.06,0.03,1.625965,1.193706,0.502571,0.267665,2.403392,1.840896,1.02272,0.664768,13.71492
47.9,-112.0,0.19,0.14,0.06,0.03,1.480547,1.088238,0.450636,0.228514,1.994304,1.53408,0.869312,0.562496,12.50316
47.9,-112.9,0.13,0.1,0.04,0.02,1.034705,0.765442,0.286841,0.12784,1.227264,0.920448,0.51136,0.306816,8.79444
47.9,-113.8,0.09,0.07,0.02,0.01,0.703919,0.525742,0.162197,0.066317,0.715904,0.562496,0.306816,0.204544,6.04044
47.9,-114.7,0.06,0.04,0.01,0.0,0.498576,0.350761,0.092684,0.019975,0.460224,0.357952,0.204544,0.102272,4.03002
47.9,-115.6,0.04,0.03,0.0,0.0,0.297228,0.200549,0.031161,0.0,0.306816,0.204544,0.102272,0.051136,2.30418
48.8,-104.8,0.21,0.15,0.07,0.04,1.680297,1.232857,0.522546,0.282846,4.397696,3.32384,1.840896,1.176128,14.16474
48.8,-105.7,0.22,0.16,0.07,0.04,1.768187,1.298375,0.556104,0.306816,4.499968,3.426112,1.943168,1.227264,14.9175
48.8,-106.6,0.22,0.16,0.07,0.04,1.764192,1.29438,0.553707,0.305218,4.09088,3.119296,1.738624,1.124992,14.8716
48.8,-107.5,0.2,0.15,0.06,0.03,1.61398,1.184917,0.498576,0.264469,3.170432,2.403392,1.329536,0.869312,13.61394
48.8,-108.4,0.17,0.13,0.05,0.02,1.365491,1.004343,0.409887,0.198152,2.607936,1.943168,1.073856,0.664768,11.53926
48.8,-109.3,0.16,0.12,0.05,0.02,1.256028,0.926041,0.369937,0.169388,1.994304,1.482944,0.818176,0.51136,10.63962
48.8,-110.2,0.14,0.11,0.04,0.02,1.148962,0.847739,0.329987,0.149413,1.176128,0.920448,0.51136,0.306816,9.73998
48.8,-111.1,0.13,0.09,0.04,0.02,1.019524,0.754256,0.281248,0.125443,0.818176,0.613632,0.357952,0.25568,8.66592
48.8,-112.0,0.1,0.07,0.02,0.01,0.791809,0.588863,0.195755,0.082297,0.715904,0.562496,0.306816,0.204544,6.76566
48.8,-112.9,0.08,0.06,0.02,0.01,0.610436,0.449038,0.130237,0.046342,0.51136,0.409088,0.204544,0.153408,5.15916
48.8,-113.8,0.04,0.03,0.0,0.0,0.322796,0.218127,0.039151,0.0,0.25568,0.204544,0.102272,0.051136,2.50614
48.8,-114.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153408,0.102272,0.051136,0.051136,0.0
48.8,-115.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153408,0.102272,0.051136,0.051136,0.0
33.5,-77.8,0.11,0.08,0.03,0.01,0.898875,0.666366,0.235705,0.102272,3.221568,2.30112,1.124992,0.664768,7.65612
34.4,-75.1,0.09,0.06,0.02,0.01,0.679949,0.508164,0.153408,0.062322,2.505664,1.738624,0.869312,0.51136,5.83848
34.4,-76.0,0.1,0.07,0.02,0.01,0.766241,0.570486,0.185368,0.078302,3.32384,2.352256,1.124992,0.664768,6.55452
34.4,-76.9,0.12,0.09,0.03,0.01,0.924443,0.685542,0.245293,0.107066,3.681792,2.607936,1.329536,0.76704,7.87644
34.4,-77.8,0.16,0.12,0.05,0.02,1.305566,0.961197,0.388314,0.181373,4.653376,3.374976,1.738624,1.02272,11.04354
34.4,-78.7,0.21,0.16,0.07,0.04,1.714654,1.257626,0.534531,0.291635,7.619264,5.62496,2.965888,1.840896,14.44932
35.3,-75.1,0.07,0.05,0.01,0.0,0.54332,0.389912,0.107865,0.030362,1.53408,1.073856,0.562496,0.306816,4.47984
35.3,-76.0,0.12,0.09,0.03,0.01,0.952408,0.705517,0.25568,0.112659,2.914752,2.096576,1.073856,0.664768,8.10594
35.3,-76.9,0.18,0.13,0.05,0.03,1.412632,1.0387,0.426666,0.210137,5.982912,4.34656,2.249984,1.380672,11.934
35.3,-77.8,0.19,0.14,0.06,0.03,1.478949,1.08664,0.449837,0.228514,7.41472,5.420416,2.81248,1.738624,12.4848
35.3,-78.7,0.2,0.14,0.06,0.03,1.572432,1.154555,0.483395,0.253283,8.590848,6.238592,3.272704,1.994304,13.2651
35.3,-79.6,0.18,0.13,0.05,0.03,1.408637,1.035504,0.425068,0.209338,7.874944,5.727232,2.965888,1.78976,11.89728
35.3,-80.5,0.2,0.15,0.06,0.03,1.602794,1.176927,0.494581,0.262072,7.465856,5.420416,2.81248,1.738624,13.52214
35.3,-81.4,0.23,0.17,0.07,0.04,1.809735,1.336727,0.58327,0.320399,7.41472,5.471552,2.914752,1.78976,15.35814
35.3,-82.3,0.19,0.14,0.06,0.03,1.506115,1.106615,0.460224,0.235705,4.806784,3.528384,1.892032,1.176128,12.7143
